,Puts,Bid,Ask,Vol,Expiration,Strike,Put IV
3165,16 Dec 218.50 (SPY1602X218.5),0.25,0.27,1691,29,218.5,0.0455216773009
3167,16 Dec 218.50 (SPY1602X218.5-4),0.24,0.27,227,29,218.5,0.04520402758
3171,16 Dec 218.50 (SPY1602X218.5-E),0.24,0.28,275,29,218.5,0.0455216773009
3175,16 Dec 218.50 (SPY1602X218.5-O),0.25,0.27,811,29,218.5,0.0455216773009
3180,16 Dec 219.00 (SPY1602X219),0.31,0.33,2737,29,219.0,0.0433812720701
3181,16 Dec 219.00 (SPY1602X219-3),0.15,0.33,214,29,219.0,0.0387289642209
3182,16 Dec 219.00 (SPY1602X219-4),0.30,0.33,290,29,219.0,0.0431009509775
3186,16 Dec 219.00 (SPY1602X219-E),0.30,0.34,472,29,219.0,0.0433812720701
3187,16 Dec 219.00 (SPY1602X219-I),0.31,0.33,411,29,219.0,0.0433812720701
3190,16 Dec 219.00 (SPY1602X219-O),0.31,0.33,113,29,219.0,0.0433812720701
3193,16 Dec 219.00 (SPY1602X219-X),0.31,0.33,444,29,219.0,0.0433812720701
3194,16 Dec 219.00 (SPY1602X219-Y),0.31,5.00,258,29,219.0,0.147046713687
3195,16 Dec 219.50 (SPY1602X219.5),0.39,0.40,3367,29,219.5,0.0411533925382
3197,16 Dec 219.50 (SPY1602X219.5-4),0.37,0.41,164,29,219.5,0.0409031493604
3201,16 Dec 219.50 (SPY1602X219.5-E),0.35,0.41,274,29,219.5,0.0404006610457
3202,16 Dec 219.50 (SPY1602X219.5-I),0.36,0.40,630,29,219.5,0.0404006610457
3205,16 Dec 219.50 (SPY1602X219.5-O),0.37,0.40,1245,29,219.5,0.0406522441783
3208,16 Dec 219.50 (SPY1602X219.5-X),0.35,0.41,246,29,219.5,0.0404006610457
3209,16 Dec 219.50 (SPY1602X219.5-Y),0.0,5.00,361,29,219.5,0.131930242096
3210,16 Dec 220.00 (SPY1602X220),0.47,0.49,11293,29,220.0,0.0384096278708
3211,16 Dec 220.00 (SPY1602X220-3),0.23,0.49,955,29,220.0,0.0328411314072
3212,16 Dec 220.00 (SPY1602X220-4),0.46,0.50,891,29,220.0,0.0384096278708
3214,16 Dec 220.00 (SPY1602X220-A),0.46,0.50,119,29,220.0,0.0384096278708
3215,16 Dec 220.00 (SPY1602X220-B),0.46,0.51,198,29,220.0,0.038636847397
3216,16 Dec 220.00 (SPY1602X220-E),0.45,0.51,4286,29,220.0,0.0384096278708
3217,16 Dec 220.00 (SPY1602X220-I),0.47,0.49,1114,29,220.0,0.0384096278708
3220,16 Dec 220.00 (SPY1602X220-O),0.47,0.50,366,29,220.0,0.038636847397
3221,16 Dec 220.00 (SPY1602X220-P),0.46,0.50,281,29,220.0,0.0384096278708
3223,16 Dec 220.00 (SPY1602X220-X),0.46,0.50,1544,29,220.0,0.0384096278708
3224,16 Dec 220.00 (SPY1602X220-Y),0.42,0.50,383,29,220.0,0.0374974604114
3225,16 Dec 220.50 (SPY1602X220.5),0.58,0.61,3178,29,220.5,0.0358385787827
3226,16 Dec 220.50 (SPY1602X220.5-3),0.58,0.61,164,29,220.5,0.0358385787827
3227,16 Dec 220.50 (SPY1602X220.5-4),0.57,0.62,381,29,220.5,0.0358385787827
3229,16 Dec 220.50 (SPY1602X220.5-A),0.55,0.62,396,29,220.5,0.0354168430769
3231,16 Dec 220.50 (SPY1602X220.5-E),0.57,0.63,586,29,220.5,0.0360492787948
3232,16 Dec 220.50 (SPY1602X220.5-I),0.58,0.62,852,29,220.5,0.0360492787948
3235,16 Dec 220.50 (SPY1602X220.5-O),0.58,0.62,340,29,220.5,0.0360492787948
3238,16 Dec 220.50 (SPY1602X220.5-X),0.58,0.62,108,29,220.5,0.0360492787948
3240,16 Dec 221.00 (SPY1602X221),0.72,0.76,15286,29,221.0,0.0330632661009
3241,16 Dec 221.00 (SPY1602X221-3),0.72,0.76,617,29,221.0,0.0330632661009
3242,16 Dec 221.00 (SPY1602X221-4),0.72,0.76,545,29,221.0,0.0330632661009
3244,16 Dec 221.00 (SPY1602X221-A),0.69,0.77,215,29,221.0,0.0326593456694
3245,16 Dec 221.00 (SPY1602X221-B),0.59,0.78,200,29,221.0,0.0308412628403
3246,16 Dec 221.00 (SPY1602X221-E),0.71,0.78,2258,29,221.0,0.0332652139381
3247,16 Dec 221.00 (SPY1602X221-I),0.72,0.77,4359,29,221.0,0.0332652139381
3250,16 Dec 221.00 (SPY1602X221-O),0.72,0.77,2843,29,221.0,0.0332652139381
3251,16 Dec 221.00 (SPY1602X221-P),0.72,0.76,922,29,221.0,0.0330632661009
3253,16 Dec 221.00 (SPY1602X221-X),0.72,0.77,1731,29,221.0,0.0332652139381
3254,16 Dec 221.00 (SPY1602X221-Y),0.72,5.00,383,29,221.0,0.118489678746
3255,16 Dec 221.50 (SPY1602X221.5),0.93,0.94,4627,29,221.5,0.0304696519949
3256,16 Dec 221.50 (SPY1602X221.5-3),0.90,0.94,314,29,221.5,0.0298570511161
3257,16 Dec 221.50 (SPY1602X221.5-4),0.90,0.95,333,29,221.5,0.0300612944938
3259,16 Dec 221.50 (SPY1602X221.5-A),0.90,0.96,137,29,221.5,0.0302654944898
3261,16 Dec 221.50 (SPY1602X221.5-E),0.89,0.97,337,29,221.5,0.0302654944898
3262,16 Dec 221.50 (SPY1602X221.5-I),0.90,0.96,952,29,221.5,0.0302654944898
3265,16 Dec 221.50 (SPY1602X221.5-O),0.93,0.95,1235,29,221.5,0.0306737678753
3266,16 Dec 221.50 (SPY1602X221.5-P),0.90,0.95,394,29,221.5,0.0300612944938
3268,16 Dec 221.50 (SPY1602X221.5-X),0.90,0.96,266,29,221.5,0.0302654944898
3269,16 Dec 221.50 (SPY1602X221.5-Y),0.0,5.00,144,29,221.5,0.0937128924156
3270,16 Dec 222.00 (SPY1602X222),1.12,1.18,2525,29,222.0,0.0261847524341
3271,16 Dec 222.00 (SPY1602X222-3),0.07,1.19,275,29,222.0,0.0
3274,16 Dec 222.00 (SPY1602X222-A),1.10,1.19,116,29,222.0,0.0259559432269
3276,16 Dec 222.00 (SPY1602X222-E),1.10,1.19,243,29,222.0,0.0259559432269
3277,16 Dec 222.00 (SPY1602X222-I),1.12,1.19,961,29,222.0,0.0264130456814
3280,16 Dec 222.00 (SPY1602X222-O),1.11,1.18,368,29,222.0,0.0259559432269
3281,16 Dec 222.00 (SPY1602X222-P),1.11,1.18,311,29,222.0,0.0259559432269
3283,16 Dec 222.00 (SPY1602X222-X),1.10,1.19,106,29,222.0,0.0259559432269
3285,16 Dec 222.50 (SPY1602X222.5),1.37,1.46,315,29,222.5,0.0194586429314
3300,16 Dec 223.00 (SPY1602X223),1.69,1.78,283,29,223.0,0.0
3310,16 Dec 223.00 (SPY1602X223-O),1.69,1.80,119,29,223.0,0.0
4005,16 Dec 200.50 (SPY1607X200.5),0.03,0.04,373,29,200.5,0.152579756958
4035,16 Dec 201.50 (SPY1607X201.5),0.04,0.05,485,29,201.5,0.150829979021
4065,16 Dec 202.50 (SPY1607X202.5),0.04,0.05,294,29,202.5,0.143853558545
4095,16 Dec 203.50 (SPY1607X203.5),0.04,0.06,200,29,203.5,0.138952388132
4215,16 Dec 207.50 (SPY1607X207.5),0.07,0.08,198,29,207.5,0.117973398129
4230,16 Dec 208.00 (SPY1607X208),0.07,0.09,330,29,208.0,0.115483202414
4245,16 Dec 208.50 (SPY1607X208.5),0.08,0.09,132,29,208.5,0.112879042321
4350,16 Dec 212.00 (SPY1607X212),0.13,0.14,101,29,212.0,0.0941619817068
4380,16 Dec 213.00 (SPY1607X213),0.16,0.17,430,29,213.0,0.0896995466607
4387,16 Dec 213.00 (SPY1607X213-I),0.16,0.17,215,29,213.0,0.0896995466607
4391,16 Dec 213.00 (SPY1607X213-P),0.15,0.17,150,29,213.0,0.089074023687
4410,16 Dec 214.00 (SPY1607X214),0.19,0.20,110,29,214.0,0.0842934187627
4425,16 Dec 214.50 (SPY1607X214.5),0.21,0.22,114,29,214.5,0.0817703292862
4440,16 Dec 215.00 (SPY1607X215),0.23,0.25,124,29,215.0,0.0794338977138
4470,16 Dec 216.00 (SPY1607X216),0.29,0.31,3120,29,216.0,0.0745882984088
4500,16 Dec 217.00 (SPY1607X217),0.38,0.40,260,29,217.0,0.0703237540991
4515,16 Dec 217.50 (SPY1607X217.5),0.43,0.45,130,29,217.5,0.0677931142152
4530,16 Dec 218.00 (SPY1607X218),0.49,0.52,176,29,218.0,0.0656106245487
4545,16 Dec 218.50 (SPY1607X218.5),0.57,0.59,3127,29,218.5,0.0633558318689
4575,16 Dec 219.50 (SPY1607X219.5),0.75,0.78,2035,29,219.5,0.0585069510413
4582,16 Dec 219.50 (SPY1607X219.5-I),0.74,0.79,662,29,219.5,0.0585069510413
4585,16 Dec 219.50 (SPY1607X219.5-O),0.75,0.80,1129,29,219.5,0.058955431434
4590,16 Dec 220.00 (SPY1607X220),0.87,0.90,7103,29,220.0,0.0561415686222
4597,16 Dec 220.00 (SPY1607X220-I),0.87,0.92,5553,29,220.0,0.0565681121156
4600,16 Dec 220.00 (SPY1607X220-O),0.87,0.92,422,29,220.0,0.0565681121156
4603,16 Dec 220.00 (SPY1607X220-X),0.87,0.92,786,29,220.0,0.0565681121156
4605,16 Dec 220.50 (SPY1607X220.5),1.01,1.04,578,29,220.5,0.0536947867382
4606,16 Dec 220.50 (SPY1607X220.5-3),1.01,1.07,104,29,220.5,0.0543113858173
4612,16 Dec 220.50 (SPY1607X220.5-I),1.01,1.05,170,29,220.5,0.0539003506967
4620,16 Dec 221.00 (SPY1607X221),1.17,1.20,920,29,221.0,0.0510160269583
4622,16 Dec 221.00 (SPY1607X221-4),1.16,1.22,162,29,221.0,0.0512175905606
4630,16 Dec 221.00 (SPY1607X221-O),1.17,1.22,154,29,221.0,0.0514191519994
4635,16 Dec 221.50 (SPY1607X221.5),1.35,1.39,245,29,221.5,0.0481306378616
4650,16 Dec 222.00 (SPY1607X222),1.56,1.62,522,29,222.0,0.0452259872291
4657,16 Dec 222.00 (SPY1607X222-I),1.56,1.63,361,29,222.0,0.0454356698425
4680,16 Dec 223.00 (SPY1607X223),2.06,2.16,372,29,223.0,0.0368363427095
4681,16 Dec 223.00 (SPY1607X223-3),0.56,2.16,105,29,223.0,0.0
4687,16 Dec 223.00 (SPY1607X223-I),2.06,2.18,147,29,223.0,0.0373832192928
5100,16 Dec 199.00 (SPY1609X199),0.04,0.05,171,29,199.0,0.168271038181
5113,16 Dec 199.00 (SPY1609X199-X),0.04,0.06,171,29,199.0,0.170714123744
5190,16 Dec 202.00 (SPY1609X202),0.05,0.07,220,29,202.0,0.15354680678
5250,16 Dec 204.00 (SPY1609X204),0.07,0.08,112,29,204.0,0.144010183753
5263,16 Dec 204.00 (SPY1609X204-X),0.07,0.08,104,29,204.0,0.144010183753
5280,16 Dec 205.00 (SPY1609X205),0.07,0.09,728,29,205.0,0.138024496682
5282,16 Dec 205.00 (SPY1609X205-4),0.06,0.09,200,29,205.0,0.136593674299
5291,16 Dec 205.00 (SPY1609X205-P),0.07,0.09,416,29,205.0,0.138024496682
5340,16 Dec 207.00 (SPY1609X207),0.09,0.11,699,29,207.0,0.127825262308
5344,16 Dec 207.00 (SPY1609X207-A),0.08,0.11,145,29,207.0,0.126682833753
5346,16 Dec 207.00 (SPY1609X207-E),0.08,0.11,418,29,207.0,0.126682833753
5353,16 Dec 207.00 (SPY1609X207-X),0.09,0.11,107,29,207.0,0.127825262308
5400,16 Dec 209.00 (SPY1609X209),0.12,0.13,150,29,209.0,0.117070576808
5430,16 Dec 210.00 (SPY1609X210),0.14,0.15,761,29,210.0,0.112281103781
5436,16 Dec 210.00 (SPY1609X210-E),0.12,0.15,205,29,210.0,0.110672464099
5441,16 Dec 210.00 (SPY1609X210-P),0.14,0.15,416,29,210.0,0.112281103781
5490,16 Dec 212.00 (SPY1609X212),0.19,0.20,122,29,212.0,0.102120861398
5520,16 Dec 213.00 (SPY1609X213),0.22,0.23,283,29,213.0,0.096576308982
5526,16 Dec 213.00 (SPY1609X213-E),0.21,0.24,254,29,213.0,0.096576308982
5535,16 Dec 213.50 (SPY1609X213.5),0.24,0.25,273,29,213.5,0.0940300109974
5542,16 Dec 213.50 (SPY1609X213.5-I),0.24,0.25,260,29,213.5,0.0940300109974
5550,16 Dec 214.00 (SPY1609X214),0.26,0.28,741,29,214.0,0.0917114684511
5557,16 Dec 214.00 (SPY1609X214-I),0.26,0.28,150,29,214.0,0.0917114684511
5565,16 Dec 214.50 (SPY1609X214.5),0.29,0.31,662,29,214.5,0.0895369392576
5571,16 Dec 214.50 (SPY1609X214.5-E),0.28,0.32,162,29,214.5,0.0895369392576
5572,16 Dec 214.50 (SPY1609X214.5-I),0.29,0.31,336,29,214.5,0.0895369392576
5580,16 Dec 215.00 (SPY1609X215),0.33,0.34,653,29,215.0,0.0874332646153
5582,16 Dec 215.00 (SPY1609X215-4),0.32,0.35,225,29,215.0,0.0874332646153
5586,16 Dec 215.00 (SPY1609X215-E),0.31,0.36,341,29,215.0,0.0874332646153
5595,16 Dec 215.50 (SPY1609X215.5),0.36,0.38,383,29,215.5,0.0849720050306
5609,16 Dec 215.50 (SPY1609X215.5-Y),0.35,0.38,368,29,215.5,0.0846042467686
5610,16 Dec 216.00 (SPY1609X216),0.40,0.43,714,29,216.0,0.082858376803
5624,16 Dec 216.00 (SPY1609X216-Y),0.0,5.00,440,29,216.0,0.188596615736
5625,16 Dec 216.50 (SPY1609X216.5),0.45,0.48,833,29,216.5,0.0806509279477
5631,16 Dec 216.50 (SPY1609X216.5-E),0.44,0.49,218,29,216.5,0.0806509279477
5635,16 Dec 216.50 (SPY1609X216.5-O),0.45,0.48,180,29,216.5,0.0806509279477
5638,16 Dec 216.50 (SPY1609X216.5-X),0.45,0.48,102,29,216.5,0.0806509279477
5639,16 Dec 216.50 (SPY1609X216.5-Y),0.41,0.48,282,29,216.5,0.0793784888604
5640,16 Dec 217.00 (SPY1609X217),0.51,0.53,15181,29,217.0,0.0783087756597
5646,16 Dec 217.00 (SPY1609X217-E),0.49,0.54,5463,29,217.0,0.0780138323339
5647,16 Dec 217.00 (SPY1609X217-I),0.51,0.53,149,29,217.0,0.0783087756597
5654,16 Dec 217.00 (SPY1609X217-Y),0.50,0.53,8591,29,217.0,0.0780138323339
5670,16 Dec 218.00 (SPY1609X218),0.64,0.67,1351,29,218.0,0.0735848610845
5676,16 Dec 218.00 (SPY1609X218-E),0.63,0.68,763,29,218.0,0.0735848610845
5685,16 Dec 218.50 (SPY1609X218.5),0.72,0.75,648,29,218.5,0.0710655133955
5691,16 Dec 218.50 (SPY1609X218.5-E),0.71,0.77,155,29,218.5,0.0713085903207
5698,16 Dec 218.50 (SPY1609X218.5-X),0.72,0.77,411,29,218.5,0.0715513655391
5700,16 Dec 219.00 (SPY1609X219),0.82,0.85,3047,29,219.0,0.0688924816744
5701,16 Dec 219.00 (SPY1609X219-3),0.82,0.85,153,29,219.0,0.0688924816744
5702,16 Dec 219.00 (SPY1609X219-4),0.81,0.85,1040,29,219.0,0.0686624061282
5706,16 Dec 219.00 (SPY1609X219-E),0.80,0.87,1132,29,219.0,0.0688924816744
5707,16 Dec 219.00 (SPY1609X219-I),0.82,0.86,249,29,219.0,0.0691223596817
5715,16 Dec 219.50 (SPY1609X219.5),0.93,0.96,369,29,219.5,0.0664843943944
5730,16 Dec 220.00 (SPY1609X220),1.05,1.09,3238,29,220.0,0.0639819424379
5732,16 Dec 220.00 (SPY1609X220-4),1.05,1.09,1154,29,220.0,0.0639819424379
5736,16 Dec 220.00 (SPY1609X220-E),1.04,1.09,1021,29,220.0,0.0637712802651
5737,16 Dec 220.00 (SPY1609X220-I),1.05,1.10,310,29,220.0,0.0641925448643
5740,16 Dec 220.00 (SPY1609X220-O),1.05,1.09,464,29,220.0,0.0639819424379
5741,16 Dec 220.00 (SPY1609X220-P),1.05,1.09,103,29,220.0,0.0639819424379
5745,16 Dec 220.50 (SPY1609X220.5),1.19,1.23,607,29,220.5,0.0612824559291
5752,16 Dec 220.50 (SPY1609X220.5-I),1.19,1.24,520,29,220.5,0.0614870745286
5760,16 Dec 221.00 (SPY1609X221),1.35,1.39,2422,29,221.0,0.0584726179907
5761,16 Dec 221.00 (SPY1609X221-3),1.35,1.39,205,29,221.0,0.0584726179907
5762,16 Dec 221.00 (SPY1609X221-4),1.35,1.40,457,29,221.0,0.0586741161933
5766,16 Dec 221.00 (SPY1609X221-E),1.34,1.41,447,29,221.0,0.0586741161933
5770,16 Dec 221.00 (SPY1609X221-O),1.35,1.40,200,29,221.0,0.0586741161933
5771,16 Dec 221.00 (SPY1609X221-P),1.35,1.40,169,29,221.0,0.0586741161933
5775,16 Dec 221.50 (SPY1609X221.5),1.55,1.58,1111,29,221.5,0.0560130222403
5777,16 Dec 221.50 (SPY1609X221.5-4),1.52,1.58,181,29,221.5,0.05540709997
5781,16 Dec 221.50 (SPY1609X221.5-E),1.52,1.61,112,29,221.5,0.0560130222403
5786,16 Dec 221.50 (SPY1609X221.5-P),1.53,1.59,149,29,221.5,0.0558110547634
5790,16 Dec 222.00 (SPY1609X222),1.74,1.81,482,29,222.0,0.0529369370468
5820,16 Dec 223.00 (SPY1609X223),2.23,2.33,114,29,223.0,0.0456214107964
5850,16 Dec 224.00 (SPY1609X224),2.85,2.97,171,29,224.0,0.0329091365771
5880,16 Dec 225.00 (SPY1609X225),3.55,3.75,105,29,225.0,0.0
6555,16 Dec 201.50 (SPY1614X201.5),0.10,0.11,111,29,201.5,0.171462773534
6569,16 Dec 201.50 (SPY1614X201.5-Y),0.0,5.00,111,29,201.5,0.386327996527
6720,16 Dec 207.00 (SPY1614X207),0.17,0.18,200,29,207.0,0.142022315086
6726,16 Dec 207.00 (SPY1614X207-E),0.15,0.18,200,29,207.0,0.140362606216
6870,16 Dec 212.00 (SPY1614X212),0.32,0.34,262,29,212.0,0.11641620683
6876,16 Dec 212.00 (SPY1614X212-E),0.30,0.34,200,29,212.0,0.115464819263
6900,16 Dec 213.00 (SPY1614X213),0.37,0.39,120,29,213.0,0.111126356044
6930,16 Dec 214.00 (SPY1614X214),0.44,0.47,134,29,214.0,0.106878163189
6960,16 Dec 215.00 (SPY1614X215),0.53,0.56,165,29,215.0,0.102450879294
6990,16 Dec 216.00 (SPY1614X216),0.64,0.67,117,29,216.0,0.0979241083444
7020,16 Dec 217.00 (SPY1614X217),0.78,0.81,537,29,217.0,0.0935489968034
7030,16 Dec 217.00 (SPY1614X217-O),0.76,0.81,500,29,217.0,0.0930211296899
7095,16 Dec 219.50 (SPY1614X219.5),1.27,1.31,157,29,219.5,0.0813811669348
7105,16 Dec 219.50 (SPY1614X219.5-O),1.27,1.32,150,29,219.5,0.0815944215881
7110,16 Dec 220.00 (SPY1614X220),1.41,1.45,685,29,220.0,0.0790235120481
7117,16 Dec 220.00 (SPY1614X220-I),1.41,1.45,171,29,220.0,0.0790235120481
7124,16 Dec 220.00 (SPY1614X220-Y),1.41,5.00,360,29,220.0,0.151710262958
7140,16 Dec 221.00 (SPY1614X221),1.73,1.78,408,29,221.0,0.0739847182038
7154,16 Dec 221.00 (SPY1614X221-Y),1.71,1.79,160,29,221.0,0.073783295477
7155,16 Dec 221.50 (SPY1614X221.5),1.92,1.96,115,29,221.5,0.071145965504
8097,16 Dec 160.00 (SPY1616X160),0.0,0.01,1000,29,160.0,0.369092500881
8100,16 Dec 160.00 (SPY1616X160-4),0.0,0.02,200,29,160.0,0.391556408408
8104,16 Dec 160.00 (SPY1616X160-E),0.0,0.02,297,29,160.0,0.391556408408
8115,16 Dec 160.00 (SPY1616X160-X),0.0,0.02,460,29,160.0,0.391556408408
8118,16 Dec 161.00 (SPY1616X161),0.0,0.01,475,29,161.0,0.36246915893
8199,16 Dec 166.00 (SPY1616X166),0.01,0.02,775,29,166.0,0.36375574933
8280,16 Dec 171.00 (SPY1616X171),0.01,0.02,347,29,171.0,0.329123936249
8409,16 Dec 178.00 (SPY1616X178),0.02,0.03,1034,29,178.0,0.297304443689
8427,16 Dec 178.00 (SPY1616X178-X),0.01,0.03,1034,29,178.0,0.290328553497
8451,16 Dec 179.50 (SPY1616X179.5),0.02,0.03,210,29,179.5,0.286908849472
8462,16 Dec 179.50 (SPY1616X179.5-P),0.02,0.04,210,29,179.5,0.292755579305
8466,16 Dec 180.00 (SPY1616X180),0.03,0.04,109,29,180.0,0.294375610568
8640,16 Dec 185.00 (SPY1616X185),0.03,0.04,387,29,185.0,0.259089058843
8647,16 Dec 185.00 (SPY1616X185-E),0.03,0.05,331,29,185.0,0.26325988075
8736,16 Dec 188.00 (SPY1616X188),0.05,0.06,362,29,188.0,0.252032909123
8742,16 Dec 188.00 (SPY1616X188-E),0.03,0.06,330,29,188.0,0.245645666827
8952,16 Dec 195.00 (SPY1616X195),0.08,0.09,425,29,195.0,0.214470023447
8968,16 Dec 195.00 (SPY1616X195-P),0.07,0.09,331,29,195.0,0.21255662176
8988,16 Dec 196.00 (SPY1616X196),0.08,0.09,280,29,196.0,0.206956397737
9048,16 Dec 198.00 (SPY1616X198),0.10,0.11,1728,29,198.0,0.198381870304
9059,16 Dec 198.00 (SPY1616X198-P),0.09,0.11,1563,29,198.0,0.196851565465
9108,16 Dec 200.00 (SPY1616X200),0.12,0.13,780,29,200.0,0.188372137983
9124,16 Dec 200.00 (SPY1616X200-P),0.11,0.13,470,29,200.0,0.187082152195
9144,16 Dec 201.00 (SPY1616X201),0.13,0.14,370,29,201.0,0.182922274376
9174,16 Dec 202.00 (SPY1616X202),0.14,0.15,2979,29,202.0,0.177209105401
9179,16 Dec 202.00 (SPY1616X202-B),0.13,0.17,143,29,202.0,0.178291472841
9180,16 Dec 202.00 (SPY1616X202-E),0.13,0.16,324,29,202.0,0.177209105401
9187,16 Dec 202.00 (SPY1616X202-X),0.14,0.16,2040,29,202.0,0.178291472841
9204,16 Dec 203.00 (SPY1616X203),0.16,0.17,1649,29,203.0,0.173247046975
9215,16 Dec 203.00 (SPY1616X203-P),0.16,0.17,1532,29,203.0,0.173247046975
9234,16 Dec 204.00 (SPY1616X204),0.17,0.18,482,29,204.0,0.16692299873
9245,16 Dec 204.00 (SPY1616X204-P),0.17,0.18,122,29,204.0,0.16692299873
9264,16 Dec 205.00 (SPY1616X205),0.19,0.20,3775,29,205.0,0.162076076639
9268,16 Dec 205.00 (SPY1616X205-A),0.18,0.21,676,29,205.0,0.162076076639
9270,16 Dec 205.00 (SPY1616X205-E),0.18,0.21,1008,29,205.0,0.162076076639
9277,16 Dec 205.00 (SPY1616X205-X),0.19,0.21,1463,29,205.0,0.162901685602
9294,16 Dec 206.00 (SPY1616X206),0.22,0.23,4259,29,206.0,0.158269224051
9307,16 Dec 206.00 (SPY1616X206-X),0.21,0.23,1833,29,206.0,0.157523598074
9308,16 Dec 206.00 (SPY1616X206-Y),0.0,5.00,2210,29,206.0,0.327811067691
9309,16 Dec 206.50 (SPY1616X206.5),0.23,0.24,380,29,206.5,0.15539385861
9322,16 Dec 206.50 (SPY1616X206.5-X),0.23,0.24,350,29,206.5,0.15539385861
9324,16 Dec 207.00 (SPY1616X207),0.25,0.26,8047,29,207.0,0.153771805114
9330,16 Dec 207.00 (SPY1616X207-E),0.24,0.27,7073,29,207.0,0.153771805114
9338,16 Dec 207.00 (SPY1616X207-Y),0.0,0.26,831,29,207.0,0.134060660361
9339,16 Dec 207.50 (SPY1616X207.5),0.26,0.27,1978,29,207.5,0.150653852288
9345,16 Dec 207.50 (SPY1616X207.5-E),0.26,0.28,393,29,207.5,0.151292916706
9350,16 Dec 207.50 (SPY1616X207.5-P),0.26,0.28,1145,29,207.5,0.151292916706
9352,16 Dec 207.50 (SPY1616X207.5-X),0.26,0.28,145,29,207.5,0.151292916706
9354,16 Dec 208.00 (SPY1616X208),0.28,0.29,2520,29,208.0,0.148672043007
9359,16 Dec 208.00 (SPY1616X208-B),0.27,0.30,107,29,208.0,0.148672043007
9361,16 Dec 208.00 (SPY1616X208-I),0.28,0.29,573,29,208.0,0.148672043007
9364,16 Dec 208.00 (SPY1616X208-O),0.28,0.30,298,29,208.0,0.149276135816
9365,16 Dec 208.00 (SPY1616X208-P),0.28,0.29,328,29,208.0,0.148672043007
9367,16 Dec 208.00 (SPY1616X208-X),0.28,0.29,290,29,208.0,0.148672043007
9368,16 Dec 208.00 (SPY1616X208-Y),0.23,0.30,668,29,208.0,0.146200888681
9369,16 Dec 208.50 (SPY1616X208.5),0.30,0.31,914,29,208.5,0.146493205302
9376,16 Dec 208.50 (SPY1616X208.5-I),0.30,0.31,500,29,208.5,0.146493205302
9383,16 Dec 208.50 (SPY1616X208.5-Y),0.0,0.31,406,29,208.5,0.126291507222
9384,16 Dec 209.00 (SPY1616X209),0.32,0.33,598,29,209.0,0.14413066836
9397,16 Dec 209.00 (SPY1616X209-X),0.32,0.33,457,29,209.0,0.14413066836
9414,16 Dec 210.00 (SPY1616X210),0.37,0.38,30767,29,210.0,0.139881156564
9416,16 Dec 210.00 (SPY1616X210-3),0.18,0.38,256,29,210.0,0.129948437604
9417,16 Dec 210.00 (SPY1616X210-4),0.36,0.38,7716,29,210.0,0.139389893048
9421,16 Dec 210.00 (SPY1616X210-E),0.37,0.38,7754,29,210.0,0.139881156564
9428,16 Dec 210.00 (SPY1616X210-O),0.36,0.38,2034,29,210.0,0.139389893048
9430,16 Dec 210.00 (SPY1616X210-P),0.36,0.38,347,29,210.0,0.139389893048
9432,16 Dec 210.00 (SPY1616X210-X),0.35,0.38,3846,29,210.0,0.138895600176
9434,16 Dec 210.00 (SPY1616X210-Y),0.36,0.38,1935,29,210.0,0.139389893048
9435,16 Dec 210.50 (SPY1616X210.5),0.39,0.41,201,29,210.5,0.137447460117
9448,16 Dec 210.50 (SPY1616X210.5-X),0.39,0.41,175,29,210.5,0.137447460117
9450,16 Dec 211.00 (SPY1616X211),0.42,0.44,721,29,211.0,0.135265544552
9456,16 Dec 211.00 (SPY1616X211-E),0.41,0.47,245,29,211.0,0.136143985751
9461,16 Dec 211.00 (SPY1616X211-P),0.42,0.44,200,29,211.0,0.135265544552
9465,16 Dec 211.50 (SPY1616X211.5),0.46,0.47,3831,29,211.5,0.133277856311
9466,16 Dec 211.50 (SPY1616X211.5-3),0.45,0.50,349,29,211.5,0.134109525399
9467,16 Dec 211.50 (SPY1616X211.5-4),0.45,0.48,1518,29,211.5,0.133277856311
9469,16 Dec 211.50 (SPY1616X211.5-A),0.45,0.49,658,29,211.5,0.133694600464
9471,16 Dec 211.50 (SPY1616X211.5-E),0.44,0.49,874,29,211.5,0.133277856311
9473,16 Dec 211.50 (SPY1616X211.5-J),0.45,0.48,243,29,211.5,0.133277856311
9478,16 Dec 211.50 (SPY1616X211.5-X),0.45,0.49,188,29,211.5,0.133694600464
9480,16 Dec 212.00 (SPY1616X212),0.49,0.51,5800,29,212.0,0.131036485251
9482,16 Dec 212.00 (SPY1616X212-4),0.49,0.52,139,29,212.0,0.131432168596
9486,16 Dec 212.00 (SPY1616X212-E),0.48,0.53,1288,29,212.0,0.131432168596
9487,16 Dec 212.00 (SPY1616X212-I),0.49,0.52,949,29,212.0,0.131432168596
9490,16 Dec 212.00 (SPY1616X212-O),0.49,0.52,359,29,212.0,0.131432168596
9493,16 Dec 212.00 (SPY1616X212-X),0.49,0.52,2156,29,212.0,0.131432168596
9495,16 Dec 212.50 (SPY1616X212.5),0.54,0.56,1942,29,212.5,0.12968211674
9501,16 Dec 212.50 (SPY1616X212.5-E),0.52,0.56,240,29,212.5,0.12893272633
9502,16 Dec 212.50 (SPY1616X212.5-I),0.54,0.56,154,29,212.5,0.12968211674
