,Calls,Bid,Ask,Vol,Expiration,Strike,Call IV
3426,16 Dec 227.00 (SPY1602L227-E),0.03,0.06,724,29,227.0,0.051051107416
3430,16 Dec 227.00 (SPY1602L227-O),0.04,0.05,211,29,227.0,0.051051107416
3433,16 Dec 227.00 (SPY1602L227-X),0.03,0.05,1860,29,227.0,0.0499961905385
3434,16 Dec 227.00 (SPY1602L227-Y),0.04,0.05,1833,29,227.0,0.051051107416
3435,16 Dec 227.50 (SPY1602L227.5),0.03,0.05,726,29,227.5,0.0534555554542
3448,16 Dec 227.50 (SPY1602L227.5-X),0.03,0.05,198,29,227.5,0.0534555554542
3450,16 Dec 228.00 (SPY1602L228),0.03,0.04,1181,29,228.0,0.05562411461
3452,16 Dec 228.00 (SPY1602L228-4),0.02,0.05,471,29,228.0,0.05562411461
3463,16 Dec 228.00 (SPY1602L228-X),0.03,0.04,660,29,228.0,0.05562411461
3465,16 Dec 228.50 (SPY1602L228.5),0.03,0.04,3213,29,228.5,0.0589487392487
3478,16 Dec 228.50 (SPY1602L228.5-X),0.02,0.04,2254,29,228.5,0.0575244320645
3479,16 Dec 228.50 (SPY1602L228.5-Y),0.0,5.00,943,29,228.5,0.213383694517
3480,16 Dec 229.00 (SPY1602L229),0.03,0.04,512,29,229.0,0.0622386322049
3486,16 Dec 229.00 (SPY1602L229-E),0.02,0.04,466,29,229.0,0.0607556550623
3585,16 Dec 232.50 (SPY1602L232.5),0.02,0.03,7515,29,232.5,0.0805099835875
3591,16 Dec 232.50 (SPY1602L232.5-E),0.01,0.04,249,29,232.5,0.0805099835875
3592,16 Dec 232.50 (SPY1602L232.5-I),0.02,0.03,307,29,232.5,0.0805099835875
3595,16 Dec 232.50 (SPY1602L232.5-O),0.02,0.03,318,29,232.5,0.0805099835875
3599,16 Dec 232.50 (SPY1602L232.5-Y),0.0,5.00,2841,29,232.5,0.262684473404
3600,16 Dec 233.00 (SPY1602L233),0.02,0.03,2424,29,233.0,0.0834761896718
3607,16 Dec 233.00 (SPY1602L233-I),0.02,0.03,1380,29,233.0,0.0834761896718
3614,16 Dec 233.00 (SPY1602L233-Y),0.0,5.00,842,29,233.0,0.268524028952
3615,16 Dec 233.50 (SPY1602L233.5),0.01,0.03,3458,29,233.5,0.083904348661
3630,16 Dec 234.00 (SPY1602L234),0.01,0.02,3000,29,234.0,0.0836904946754
3636,16 Dec 234.00 (SPY1602L234-E),0.01,0.03,123,29,234.0,0.0867654083419
3810,16 Dec 240.00 (SPY1602L240),0.01,0.02,2781,29,240.0,0.115891073165
4530,16 Dec 218.00 (SPY1607L218),4.11,4.34,127,29,218.0,0.0934046263155
4545,16 Dec 218.50 (SPY1607L218.5),3.69,3.90,101,29,218.5,0.08950993263
4560,16 Dec 219.00 (SPY1607L219),3.30,3.42,111,29,219.0,0.0849813874631
4575,16 Dec 219.50 (SPY1607L219.5),2.91,3.02,282,29,219.5,0.0817244691485
4582,16 Dec 219.50 (SPY1607L219.5-I),2.90,3.03,110,29,219.5,0.0817244691485
4585,16 Dec 219.50 (SPY1607L219.5-O),2.91,3.02,136,29,219.5,0.0817244691485
4590,16 Dec 220.00 (SPY1607L220),2.53,2.64,1187,29,220.0,0.0785109281059
4592,16 Dec 220.00 (SPY1607L220-4),2.51,2.65,213,29,220.0,0.0783033045357
4594,16 Dec 220.00 (SPY1607L220-A),2.46,2.71,126,29,220.0,0.0785109281059
4598,16 Dec 220.00 (SPY1607L220-J),0.97,2.79,110,29,220.0,0.0487242645455
4601,16 Dec 220.00 (SPY1607L220-P),2.48,2.69,441,29,220.0,0.0785109281059
4605,16 Dec 220.50 (SPY1607L220.5),2.20,2.25,112,29,220.5,0.0754533878776
4620,16 Dec 221.00 (SPY1607L221),1.86,1.91,4854,29,221.0,0.0724481878769
4622,16 Dec 221.00 (SPY1607L221-4),1.82,1.94,111,29,221.0,0.0722467598247
4626,16 Dec 221.00 (SPY1607L221-E),1.81,1.92,805,29,221.0,0.071642471283
4631,16 Dec 221.00 (SPY1607L221-P),1.85,1.91,152,29,221.0,0.0722467598247
4633,16 Dec 221.00 (SPY1607L221-X),1.85,1.91,179,29,221.0,0.0722467598247
4634,16 Dec 221.00 (SPY1607L221-Y),1.82,1.92,173,29,221.0,0.0718439015345
4635,16 Dec 221.50 (SPY1607L221.5),1.54,1.59,3478,29,221.5,0.0693901719592
4641,16 Dec 221.50 (SPY1607L221.5-E),1.53,1.61,204,29,221.5,0.0695918210593
4650,16 Dec 222.00 (SPY1607L222),1.27,1.31,1281,29,222.0,0.0671877868992
4652,16 Dec 222.00 (SPY1607L222-4),1.26,1.31,200,29,222.0,0.0669829585477
4654,16 Dec 222.00 (SPY1607L222-A),1.26,1.31,114,29,222.0,0.0669829585477
4656,16 Dec 222.00 (SPY1607L222-E),1.24,1.33,549,29,222.0,0.0669829585477
4665,16 Dec 222.50 (SPY1607L222.5),1.01,1.05,972,29,222.5,0.064533902175
4671,16 Dec 222.50 (SPY1607L222.5-E),0.98,1.07,567,29,222.5,0.0643220305787
4680,16 Dec 223.00 (SPY1607L223),0.80,0.83,919,29,223.0,0.0626200089635
4686,16 Dec 223.00 (SPY1607L223-E),0.79,0.84,190,29,223.0,0.0626200089635
4693,16 Dec 223.00 (SPY1607L223-X),0.79,0.85,198,29,223.0,0.0628434185012
4710,16 Dec 224.00 (SPY1607L224),0.46,0.49,628,29,224.0,0.0591237290171
4716,16 Dec 224.00 (SPY1607L224-E),0.45,0.50,381,29,224.0,0.0591237290171
4740,16 Dec 225.00 (SPY1607L225),0.25,0.27,431,29,225.0,0.0569194019734
4747,16 Dec 225.00 (SPY1607L225-I),0.25,0.27,200,29,225.0,0.0569194019734
4755,16 Dec 225.50 (SPY1607L225.5),0.19,0.20,307,29,225.5,0.0567373747268
5655,16 Dec 217.50 (SPY1609L217.5),4.69,4.91,119,29,217.5,0.103915386215
5670,16 Dec 218.00 (SPY1609L218),4.27,4.45,1196,29,218.0,0.099703443743
5676,16 Dec 218.00 (SPY1609L218-E),4.12,4.45,180,29,218.0,0.0962184233615
5677,16 Dec 218.00 (SPY1609L218-I),4.12,4.63,495,29,218.0,0.100396503123
5680,16 Dec 218.00 (SPY1609L218-O),4.12,4.63,325,29,218.0,0.100396503123
5685,16 Dec 218.50 (SPY1609L218.5),3.88,4.00,192,29,218.5,0.0960492246766
5700,16 Dec 219.00 (SPY1609L219),3.48,3.59,348,29,219.0,0.092629742897
5715,16 Dec 219.50 (SPY1609L219.5),3.09,3.20,310,29,219.5,0.0893638921579
5730,16 Dec 220.00 (SPY1609L220),2.75,2.80,1247,29,220.0,0.0863795138429
5736,16 Dec 220.00 (SPY1609L220-E),0.88,4.61,167,29,220.0,0.0851396128072
5737,16 Dec 220.00 (SPY1609L220-I),2.75,2.80,199,29,220.0,0.0863795138429
5740,16 Dec 220.00 (SPY1609L220-O),2.74,2.80,175,29,220.0,0.0861729229544
5741,16 Dec 220.00 (SPY1609L220-P),2.74,2.80,335,29,220.0,0.0861729229544
5743,16 Dec 220.00 (SPY1609L220-X),2.74,2.80,188,29,220.0,0.0861729229544
5745,16 Dec 220.50 (SPY1609L220.5),2.39,2.44,953,29,220.5,0.0831817079852
5752,16 Dec 220.50 (SPY1609L220.5-I),2.39,2.44,127,29,220.5,0.0831817079852
5756,16 Dec 220.50 (SPY1609L220.5-P),2.39,2.45,249,29,220.5,0.0833849085994
5758,16 Dec 220.50 (SPY1609L220.5-X),2.38,2.45,302,29,220.5,0.0831817079852
5759,16 Dec 220.50 (SPY1609L220.5-Y),0.0,5.00,164,29,220.5,0.0866350512006
5760,16 Dec 221.00 (SPY1609L221),2.06,2.10,2855,29,221.0,0.0803033800995
5764,16 Dec 221.00 (SPY1609L221-A),2.04,2.12,104,29,221.0,0.0803033800995
5766,16 Dec 221.00 (SPY1609L221-E),2.02,2.12,403,29,221.0,0.079900570961
5767,16 Dec 221.00 (SPY1609L221-I),2.06,2.10,1119,29,221.0,0.0803033800995
5770,16 Dec 221.00 (SPY1609L221-O),2.05,2.11,242,29,221.0,0.0803033800995
5771,16 Dec 221.00 (SPY1609L221-P),2.05,2.11,161,29,221.0,0.0803033800995
5775,16 Dec 221.50 (SPY1609L221.5),1.74,1.78,688,29,221.5,0.0772522473893
5790,16 Dec 222.00 (SPY1609L222),1.45,1.49,2621,29,222.0,0.0745469163488
5796,16 Dec 222.00 (SPY1609L222-E),1.44,1.51,103,29,222.0,0.0747509720258
5805,16 Dec 222.50 (SPY1609L222.5),1.19,1.23,773,29,222.5,0.0721163732232
5811,16 Dec 222.50 (SPY1609L222.5-E),1.16,1.26,343,29,222.5,0.0721163732232
5812,16 Dec 222.50 (SPY1609L222.5-I),1.19,1.23,300,29,222.5,0.0721163732232
5820,16 Dec 223.00 (SPY1609L223),0.96,1.00,1545,29,223.0,0.0699117708411
5826,16 Dec 223.00 (SPY1609L223-E),0.95,1.01,266,29,223.0,0.0699117708411
5850,16 Dec 224.00 (SPY1609L224),0.59,0.62,467,29,224.0,0.0658748675676
5856,16 Dec 224.00 (SPY1609L224-E),0.58,0.64,113,29,224.0,0.0661274680051
5863,16 Dec 224.00 (SPY1609L224-X),0.59,0.63,110,29,224.0,0.0661274680051
5880,16 Dec 225.00 (SPY1609L225),0.34,0.36,243,29,225.0,0.0629456850265
5910,16 Dec 226.00 (SPY1609L226),0.19,0.21,129,29,226.0,0.0617362671684
5925,16 Dec 226.50 (SPY1609L226.5),0.15,0.16,573,29,226.5,0.0619626524036
5931,16 Dec 226.50 (SPY1609L226.5-E),0.15,0.18,404,29,226.5,0.0629558875688
5940,16 Dec 227.00 (SPY1609L227),0.12,0.13,430,29,227.0,0.062888285993
5946,16 Dec 227.00 (SPY1609L227-E),0.11,0.14,170,29,227.0,0.062888285993
6015,16 Dec 229.50 (SPY1609L229.5),0.05,0.06,1000,29,229.5,0.0705652490555
6022,16 Dec 229.50 (SPY1609L229.5-I),0.05,0.06,970,29,229.5,0.0705652490555
6075,16 Dec 231.50 (SPY1609L231.5),0.04,0.05,116,29,231.5,0.0813268996887
7020,16 Dec 217.00 (SPY1614L217),5.45,5.63,263,29,217.0,0.122294541262
7026,16 Dec 217.00 (SPY1614L217-E),3.58,7.33,253,29,217.0,0.118251710999
7110,16 Dec 220.00 (SPY1614L220),3.10,3.17,712,29,220.0,0.101201941086
7112,16 Dec 220.00 (SPY1614L220-4),3.08,3.17,200,29,220.0,0.100791387777
7116,16 Dec 220.00 (SPY1614L220-E),1.25,4.98,230,29,220.0,0.100380776678
7140,16 Dec 221.00 (SPY1614L221),2.45,2.49,131,29,221.0,0.0960116533603
7155,16 Dec 221.50 (SPY1614L221.5),2.13,2.18,722,29,221.5,0.09316757581
7162,16 Dec 221.50 (SPY1614L221.5-I),2.13,2.18,555,29,221.5,0.09316757581
7170,16 Dec 222.00 (SPY1614L222),1.84,1.89,293,29,222.0,0.0906226401455
7171,16 Dec 222.00 (SPY1614L222-3),1.84,1.89,111,29,222.0,0.0906226401455
7200,16 Dec 223.00 (SPY1614L223),1.33,1.37,133,29,223.0,0.085836192933
7260,16 Dec 225.00 (SPY1614L225),0.60,0.62,272,29,225.0,0.078065331648
7266,16 Dec 225.00 (SPY1614L225-E),0.58,0.64,256,29,225.0,0.078065331648
7410,16 Dec 230.00 (SPY1614L230),0.08,0.09,200,29,230.0,0.0800003046574
7416,16 Dec 230.00 (SPY1614L230-E),0.07,0.10,200,29,230.0,0.0800003046574
8706,16 Dec 187.00 (SPY1616L187),34.61,34.98,1240,29,187.0,0.395326224134
8713,16 Dec 187.00 (SPY1616L187-I),34.58,35.02,791,29,187.0,0.396006043233
8717,16 Dec 187.00 (SPY1616L187-P),34.57,35.02,449,29,187.0,0.395326224134
8736,16 Dec 188.00 (SPY1616L188),33.61,33.99,571,29,188.0,0.38589213379
8743,16 Dec 188.00 (SPY1616L188-I),32.93,34.01,210,29,188.0,0.333817489493
8747,16 Dec 188.00 (SPY1616L188-P),32.92,34.02,356,29,188.0,0.333817489493
8817,16 Dec 190.50 (SPY1616L190.5),31.12,31.49,572,29,190.5,0.361316689099
8827,16 Dec 190.50 (SPY1616L190.5-O),30.44,31.52,528,29,190.5,0.312788944999
8847,16 Dec 191.50 (SPY1616L191.5),28.51,31.97,272,29,191.5,0.342925193555
8854,16 Dec 191.50 (SPY1616L191.5-I),28.50,31.97,268,29,191.5,0.342266775487
8877,16 Dec 192.50 (SPY1616L192.5),27.52,30.98,406,29,192.5,0.334304020694
8884,16 Dec 192.50 (SPY1616L192.5-I),27.51,30.98,102,29,192.5,0.333663573115
8887,16 Dec 192.50 (SPY1616L192.5-O),27.35,31.10,236,29,192.5,0.331074523615
8907,16 Dec 193.50 (SPY1616L193.5),28.13,28.46,1292,29,193.5,0.329922625274
8914,16 Dec 193.50 (SPY1616L193.5-I),28.09,28.59,291,29,193.5,0.335276463207
8917,16 Dec 193.50 (SPY1616L193.5-O),28.09,28.59,1000,29,193.5,0.335276463207
8937,16 Dec 194.50 (SPY1616L194.5),27.14,27.47,696,29,194.5,0.321079149391
8947,16 Dec 194.50 (SPY1616L194.5-O),27.09,27.59,603,29,194.5,0.325146312363
9108,16 Dec 200.00 (SPY1616L200),21.67,21.99,202,29,200.0,0.268371326132
9354,16 Dec 208.00 (SPY1616L208),13.80,14.09,450,29,208.0,0.195430537078
9361,16 Dec 208.00 (SPY1616L208-I),13.74,14.22,128,29,208.0,0.198111065132
9414,16 Dec 210.00 (SPY1616L210),11.86,12.15,191,29,210.0,0.17802416246
9430,16 Dec 210.00 (SPY1616L210-P),11.75,12.27,120,29,210.0,0.17837580453
9480,16 Dec 212.00 (SPY1616L212),9.97,10.14,101,29,212.0,0.158835955832
9510,16 Dec 213.00 (SPY1616L213),9.04,9.28,337,29,213.0,0.153652462092
9540,16 Dec 214.00 (SPY1616L214),8.11,8.35,561,29,214.0,0.145623967305
9570,16 Dec 215.00 (SPY1616L215),7.21,7.42,304,29,215.0,0.137761748635
9577,16 Dec 215.00 (SPY1616L215-E),5.40,8.00,157,29,215.0,0.101897069407
9606,16 Dec 216.00 (SPY1616L216),6.33,6.53,904,29,216.0,0.130640304254
9612,16 Dec 216.00 (SPY1616L216-E),4.51,8.22,174,29,216.0,0.127369832318
9617,16 Dec 216.00 (SPY1616L216-P),6.33,6.67,168,29,216.0,0.134125071495
9619,16 Dec 216.00 (SPY1616L216-X),6.33,6.53,133,29,216.0,0.130640304254
9636,16 Dec 217.00 (SPY1616L217),5.46,5.65,631,29,217.0,0.123003660463
9637,16 Dec 217.00 (SPY1616L217-3),5.46,5.66,109,29,217.0,0.123239759429
9642,16 Dec 217.00 (SPY1616L217-E),3.61,7.36,261,29,217.0,0.119683505844
9651,16 Dec 217.50 (SPY1616L217.5),5.06,5.16,326,29,217.5,0.118429894312
9652,16 Dec 217.50 (SPY1616L217.5-3),5.06,5.17,154,29,217.5,0.118659892316
9653,16 Dec 217.50 (SPY1616L217.5-4),5.04,5.16,148,29,217.5,0.117969561379
9666,16 Dec 218.00 (SPY1616L218),4.65,4.74,3283,29,218.0,0.114927296601
9667,16 Dec 218.00 (SPY1616L218-3),2.97,4.76,113,29,218.0,0.0758525339563
9670,16 Dec 218.00 (SPY1616L218-A),4.63,4.74,181,29,218.0,0.114479483676
9672,16 Dec 218.00 (SPY1616L218-E),4.63,4.74,1593,29,218.0,0.114479483676
9677,16 Dec 218.00 (SPY1616L218-P),4.63,4.74,140,29,218.0,0.114479483676
9679,16 Dec 218.00 (SPY1616L218-X),4.59,4.74,448,29,218.0,0.113582802931
9681,16 Dec 218.50 (SPY1616L218.5),4.25,4.35,327,29,218.5,0.111937716343
9696,16 Dec 219.00 (SPY1616L219),3.86,3.94,1247,29,219.0,0.108317780974
9702,16 Dec 219.00 (SPY1616L219-E),3.85,3.94,115,29,219.0,0.108104734473
9703,16 Dec 219.00 (SPY1616L219-I),3.86,3.95,249,29,219.0,0.10853078395
9706,16 Dec 219.00 (SPY1616L219-O),3.86,3.96,339,29,219.0,0.108743743675
9709,16 Dec 219.00 (SPY1616L219-X),3.85,3.94,141,29,219.0,0.108104734473
9711,16 Dec 219.50 (SPY1616L219.5),3.51,3.56,396,29,219.5,0.105731654856
9717,16 Dec 219.50 (SPY1616L219.5-E),3.48,3.59,121,29,219.5,0.105731654856
9718,16 Dec 219.50 (SPY1616L219.5-I),3.51,3.56,167,29,219.5,0.105731654856
9726,16 Dec 220.00 (SPY1616L220),3.14,3.20,3181,29,220.0,0.102638432894
9728,16 Dec 220.00 (SPY1616L220-3),1.43,3.22,456,29,220.0,0.0676657860803
9732,16 Dec 220.00 (SPY1616L220-B),3.14,3.20,101,29,220.0,0.102638432894
9733,16 Dec 220.00 (SPY1616L220-E),2.50,4.10,595,29,220.0,0.107968331005
9735,16 Dec 220.00 (SPY1616L220-I),3.12,3.21,362,29,220.0,0.102433261439
9740,16 Dec 220.00 (SPY1616L220-O),3.14,3.20,408,29,220.0,0.102638432894
9742,16 Dec 220.00 (SPY1616L220-P),3.14,3.22,378,29,220.0,0.103048734915
9744,16 Dec 220.00 (SPY1616L220-X),3.14,3.20,130,29,220.0,0.102638432894
9747,16 Dec 220.50 (SPY1616L220.5),2.80,2.85,480,29,220.5,0.0998216148367
9754,16 Dec 220.50 (SPY1616L220.5-I),2.80,2.85,118,29,220.5,0.0998216148367
9758,16 Dec 220.50 (SPY1616L220.5-P),2.79,2.86,180,29,220.5,0.0998216148367
9762,16 Dec 221.00 (SPY1616L221),2.48,2.52,4951,29,221.0,0.0972199011664
9763,16 Dec 221.00 (SPY1616L221-3),2.48,2.52,232,29,221.0,0.0972199011664
9767,16 Dec 221.00 (SPY1616L221-B),2.46,2.52,136,29,221.0,0.096817152895
9768,16 Dec 221.00 (SPY1616L221-E),2.45,2.54,2159,29,221.0,0.0970185271535
9769,16 Dec 221.00 (SPY1616L221-I),2.48,2.52,502,29,221.0,0.0972199011664
9772,16 Dec 221.00 (SPY1616L221-O),2.47,2.52,436,29,221.0,0.0970185271535
9773,16 Dec 221.00 (SPY1616L221-P),2.47,2.52,238,29,221.0,0.0970185271535
9775,16 Dec 221.00 (SPY1616L221-X),2.46,2.52,156,29,221.0,0.096817152895
9776,16 Dec 221.00 (SPY1616L221-Y),2.45,2.54,539,29,221.0,0.0970185271535
9777,16 Dec 221.50 (SPY1616L221.5),2.17,2.21,1723,29,221.5,0.0945773089633
9779,16 Dec 221.50 (SPY1616L221.5-4),2.16,2.22,190,29,221.5,0.0945773089633
9783,16 Dec 221.50 (SPY1616L221.5-E),2.14,2.25,249,29,221.5,0.0947786942253
9784,16 Dec 221.50 (SPY1616L221.5-I),2.16,2.21,561,29,221.5,0.0943759224221
9787,16 Dec 221.50 (SPY1616L221.5-O),2.15,2.21,282,29,221.5,0.0941745345928
9788,16 Dec 221.50 (SPY1616L221.5-P),2.15,2.22,183,29,221.5,0.0943759224221
9792,16 Dec 222.00 (SPY1616L222),1.88,1.91,10844,29,222.0,0.091840586788
9793,16 Dec 222.00 (SPY1616L222-3),1.88,1.93,211,29,222.0,0.0922464934756
9794,16 Dec 222.00 (SPY1616L222-4),1.88,1.93,135,29,222.0,0.0922464934756
9796,16 Dec 222.00 (SPY1616L222-A),1.87,1.93,191,29,222.0,0.0920435447776
9797,16 Dec 222.00 (SPY1616L222-B),1.87,1.93,315,29,222.0,0.0920435447776
9798,16 Dec 222.00 (SPY1616L222-E),1.87,1.95,2998,29,222.0,0.0924494329448
9799,16 Dec 222.00 (SPY1616L222-I),1.88,1.92,1171,29,222.0,0.0920435447776
9802,16 Dec 222.00 (SPY1616L222-O),1.88,1.91,892,29,222.0,0.091840586788
9803,16 Dec 222.00 (SPY1616L222-P),1.88,1.93,172,29,222.0,0.0922464934756
9805,16 Dec 222.00 (SPY1616L222-X),1.86,1.93,527,29,222.0,0.091840586788
9806,16 Dec 222.00 (SPY1616L222-Y),1.87,1.94,904,29,222.0,0.0922464934756
9807,16 Dec 222.50 (SPY1616L222.5),1.61,1.66,951,29,222.5,0.0897760423479
9813,16 Dec 222.50 (SPY1616L222.5-E),1.60,1.67,155,29,222.5,0.0897760423479
9814,16 Dec 222.50 (SPY1616L222.5-I),1.61,1.66,314,29,222.5,0.0897760423479
9817,16 Dec 222.50 (SPY1616L222.5-O),1.61,1.66,178,29,222.5,0.0897760423479
9822,16 Dec 223.00 (SPY1616L223),1.37,1.40,7720,29,223.0,0.0873213569465
9823,16 Dec 223.00 (SPY1616L223-3),1.37,1.42,550,29,223.0,0.087745163324
9824,16 Dec 223.00 (SPY1616L223-4),1.37,1.41,250,29,223.0,0.0875332887586
9827,16 Dec 223.00 (SPY1616L223-B),1.36,1.41,126,29,223.0,0.0873213569465
9828,16 Dec 223.00 (SPY1616L223-E),1.36,1.42,1196,29,223.0,0.0875332887586
9829,16 Dec 223.00 (SPY1616L223-I),1.37,1.40,756,29,223.0,0.0873213569465
9832,16 Dec 223.00 (SPY1616L223-O),1.37,1.41,761,29,223.0,0.0875332887586
9833,16 Dec 223.00 (SPY1616L223-P),1.36,1.41,296,29,223.0,0.0873213569465
9835,16 Dec 223.00 (SPY1616L223-X),1.36,1.41,1084,29,223.0,0.0873213569465
9837,16 Dec 223.50 (SPY1616L223.5),1.15,1.19,461,29,223.5,0.0854978218439
9843,16 Dec 223.50 (SPY1616L223.5-E),1.13,1.20,132,29,223.5,0.085277725281
9847,16 Dec 223.50 (SPY1616L223.5-O),1.15,1.19,223,29,223.5,0.0854978218439
9852,16 Dec 224.00 (SPY1616L224),0.95,0.99,8250,29,224.0,0.083436189843
9853,16 Dec 224.00 (SPY1616L224-3),0.47,0.99,122,29,224.0,0.0720689529454
9854,16 Dec 224.00 (SPY1616L224-4),0.95,0.99,850,29,224.0,0.083436189843
9858,16 Dec 224.00 (SPY1616L224-E),0.94,1.00,1229,29,224.0,0.083436189843
9859,16 Dec 224.00 (SPY1616L224-I),0.95,0.99,406,29,224.0,0.083436189843
9862,16 Dec 224.00 (SPY1616L224-O),0.95,0.99,293,29,224.0,0.083436189843
9863,16 Dec 224.00 (SPY1616L224-P),0.95,0.99,349,29,224.0,0.083436189843
9865,16 Dec 224.00 (SPY1616L224-X),0.95,0.99,3379,29,224.0,0.083436189843
9866,16 Dec 224.00 (SPY1616L224-Y),0.0,5.00,648,29,224.0,0.149791407722
9867,16 Dec 224.50 (SPY1616L224.5),0.78,0.82,259,29,224.5,0.0818180642537
9868,16 Dec 224.50 (SPY1616L224.5-3),0.78,0.82,101,29,224.5,0.0818180642537
9882,16 Dec 225.00 (SPY1616L225),0.65,0.67,4654,29,225.0,0.0807435433944
9884,16 Dec 225.00 (SPY1616L225-3),0.32,0.67,157,29,225.0,0.0716722580615
9885,16 Dec 225.00 (SPY1616L225-4),0.63,0.67,326,29,225.0,0.0802120978275
9887,16 Dec 225.00 (SPY1616L225-A),0.63,0.68,653,29,225.0,0.0804780720724
9888,16 Dec 225.00 (SPY1616L225-B),0.64,0.67,150,29,225.0,0.0804780720724
9889,16 Dec 225.00 (SPY1616L225-E),0.63,0.68,804,29,225.0,0.0804780720724
9891,16 Dec 225.00 (SPY1616L225-I),0.65,0.67,1125,29,225.0,0.0807435433944
9896,16 Dec 225.00 (SPY1616L225-O),0.64,0.67,173,29,225.0,0.0804780720724
9898,16 Dec 225.00 (SPY1616L225-P),0.63,0.67,394,29,225.0,0.0802120978275
9900,16 Dec 225.00 (SPY1616L225-X),0.63,0.67,587,29,225.0,0.0802120978275
9903,16 Dec 225.50 (SPY1616L225.5),0.52,0.54,534,29,225.5,0.0792288839885
9909,16 Dec 225.50 (SPY1616L225.5-E),0.50,0.55,310,29,225.5,0.0789379121336
9910,16 Dec 225.50 (SPY1616L225.5-I),0.52,0.54,121,29,225.5,0.0792288839885
9918,16 Dec 226.00 (SPY1616L226),0.42,0.44,2845,29,226.0,0.0784728349026
9919,16 Dec 226.00 (SPY1616L226-3),0.42,0.44,213,29,226.0,0.0784728349026
9920,16 Dec 226.00 (SPY1616L226-4),0.41,0.44,113,29,226.0,0.0781513948572
9924,16 Dec 226.00 (SPY1616L226-E),0.41,0.45,157,29,226.0,0.0784728349026
9925,16 Dec 226.00 (SPY1616L226-I),0.42,0.44,1790,29,226.0,0.0784728349026
9931,16 Dec 226.00 (SPY1616L226-X),0.42,0.45,370,29,226.0,0.0787930230881
9933,16 Dec 226.50 (SPY1616L226.5),0.34,0.36,552,29,226.5,0.0781026324108
9937,16 Dec 226.50 (SPY1616L226.5-A),0.33,0.37,515,29,226.5,0.0781026324108
9948,16 Dec 227.00 (SPY1616L227),0.28,0.29,1126,29,227.0,0.0779621273966
9954,16 Dec 227.00 (SPY1616L227-E),0.27,0.30,577,29,227.0,0.0779621273966
9959,16 Dec 227.00 (SPY1616L227-P),0.28,0.29,221,29,227.0,0.0779621273966
9963,16 Dec 227.50 (SPY1616L227.5),0.23,0.24,431,29,227.5,0.0782555925472
9970,16 Dec 227.50 (SPY1616L227.5-I),0.23,0.24,173,29,227.5,0.0782555925472
9978,16 Dec 228.00 (SPY1616L228),0.19,0.20,247,29,228.0,0.0787688383886
9984,16 Dec 228.00 (SPY1616L228-E),0.18,0.22,170,29,228.0,0.0792724884676
9993,16 Dec 228.50 (SPY1616L228.5),0.16,0.17,947,29,228.5,0.0797052986747
9998,16 Dec 228.50 (SPY1616L228.5-B),0.16,0.18,230,29,228.5,0.0802688201231
10006,16 Dec 228.50 (SPY1616L228.5-X),0.16,0.18,437,29,228.5,0.0802688201231
10007,16 Dec 228.50 (SPY1616L228.5-Y),0.16,0.18,112,29,228.5,0.0802688201231
10008,16 Dec 229.00 (SPY1616L229),0.14,0.15,156,29,229.0,0.0813296881795
10023,16 Dec 229.50 (SPY1616L229.5),0.12,0.13,1155,29,229.5,0.0825691536289
10029,16 Dec 229.50 (SPY1616L229.5-E),0.12,0.14,1090,29,229.5,0.0832598078377
10038,16 Dec 230.00 (SPY1616L230),0.10,0.11,2876,29,230.0,0.0833525982156
10039,16 Dec 230.00 (SPY1616L230-3),0.10,0.11,120,29,230.0,0.0833525982156
10040,16 Dec 230.00 (SPY1616L230-4),0.10,0.13,165,29,230.0,0.0848953339487
10042,16 Dec 230.00 (SPY1616L230-A),0.10,0.13,215,29,230.0,0.0848953339487
10044,16 Dec 230.00 (SPY1616L230-E),0.10,0.13,1967,29,230.0,0.0848953339487
10051,16 Dec 230.00 (SPY1616L230-X),0.10,0.12,179,29,230.0,0.0841336067667
10052,16 Dec 230.00 (SPY1616L230-Y),0.09,0.13,113,29,230.0,0.0841336067667
10053,16 Dec 231.00 (SPY1616L231),0.09,0.10,3229,29,231.0,0.0889314393621
10059,16 Dec 231.00 (SPY1616L231-E),0.08,0.10,1287,29,231.0,0.088030666954
10066,16 Dec 231.00 (SPY1616L231-X),0.08,0.10,140,29,231.0,0.088030666954
10083,16 Dec 232.50 (SPY1616L232.5),0.07,0.08,498,29,232.5,0.0953925799966
10089,16 Dec 232.50 (SPY1616L232.5-E),0.07,0.09,498,29,232.5,0.0964745991333
10218,16 Dec 240.00 (SPY1616L240),0.03,0.04,1867,29,240.0,0.128650219643
10225,16 Dec 240.00 (SPY1616L240-I),0.03,0.04,316,29,240.0,0.128650219643
10228,16 Dec 240.00 (SPY1616L240-O),0.03,0.04,553,29,240.0,0.128650219643
10231,16 Dec 240.00 (SPY1616L240-X),0.02,0.04,563,29,240.0,0.126074360802
10232,16 Dec 240.00 (SPY1616L240-Y),0.03,0.04,316,29,240.0,0.128650219643
10233,16 Dec 241.00 (SPY1616L241),0.03,0.04,316,29,241.0,0.13427372328
10247,16 Dec 241.00 (SPY1616L241-Y),0.0,0.04,316,29,241.0,0.125185623023
10308,16 Dec 247.50 (SPY1616L247.5),0.01,0.02,200,29,247.5,0.153707351151
