AAPL (APPLE INC),109.80,-0.03,
Nov 04 2016 @ 14:35 ET,Bid,109.79,Ask,109.80,Size,13x6,Vol,20523482,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
16 Nov 111.00 (AAPL1625K111-4),1.87,-0.62,1.80,1.85,3,288,16 Nov 111.00 (AAPL1625W111-4),3.37,+0.87,2.96,3.05,11,3814,
16 Nov 111.00 (AAPL1625K111-8),1.78,+0.04,1.80,1.85,33,288,16 Nov 111.00 (AAPL1625W111-8),2.98,+0.55,2.96,3.05,23,3814,
16 Nov 111.00 (AAPL1625K111-A),1.49,-0.80,1.80,1.85,1,288,16 Nov 111.00 (AAPL1625W111-A),3.30,+1.01,2.96,3.05,5,3814,
16 Nov 111.00 (AAPL1625K111-B),2.31,0.0,1.78,1.86,0,288,16 Nov 111.00 (AAPL1625W111-B),1.89,0.0,2.95,3.05,0,3814,
16 Nov 111.00 (AAPL1625K111-E),1.76,-0.01,1.80,1.85,11,288,16 Nov 111.00 (AAPL1625W111-E),2.91,-0.11,2.96,3.05,9,3814,
16 Nov 111.00 (AAPL1625K111-I),1.90,0.0,1.80,1.85,14,288,16 Nov 111.00 (AAPL1625W111-I),2.51,0.0,2.96,3.05,0,3814,
16 Nov 111.00 (AAPL1625K111-J),4.46,0.0,1.80,1.85,0,288,16 Nov 111.00 (AAPL1625W111-J),0.98,0.0,2.96,3.05,0,3814,
16 Nov 111.00 (AAPL1625K111-K),0.0,0.0,1.80,1.85,0,288,16 Nov 111.00 (AAPL1625W111-K),0.0,0.0,2.96,3.05,0,3814,
16 Nov 111.00 (AAPL1625K111-O),2.25,0.0,1.80,1.85,0,288,16 Nov 111.00 (AAPL1625W111-O),2.89,0.0,2.96,3.05,0,3814,
16 Nov 111.00 (AAPL1625K111-P),1.69,-0.06,1.80,1.85,50,288,16 Nov 111.00 (AAPL1625W111-P),3.10,0.0,2.96,3.05,0,3814,
16 Nov 111.00 (AAPL1625K111-S),0.0,0.0,1.80,1.85,0,288,16 Nov 111.00 (AAPL1625W111-S),1.33,0.0,2.96,3.05,0,3814,
16 Nov 111.00 (AAPL1625K111-X),1.75,0.0,1.80,1.85,0,288,16 Nov 111.00 (AAPL1625W111-X),2.86,0.0,2.96,3.05,0,3814,
16 Nov 111.00 (AAPL1625K111-Y),1.75,0.0,1.80,1.85,0,288,16 Nov 111.00 (AAPL1625W111-Y),3.28,+0.63,2.96,3.05,1,3814,
16 Nov 112.00 (AAPL1625K112),1.46,+0.06,1.37,1.41,409,2456,16 Nov 112.00 (AAPL1625W112),3.55,-0.02,3.50,3.65,131,580,
16 Nov 112.00 (AAPL1625K112-3),1.70,0.0,1.37,1.42,0,2456,16 Nov 112.00 (AAPL1625W112-3),3.35,0.0,3.50,3.65,0,580,
16 Nov 112.00 (AAPL1625K112-4),1.42,0.0,1.37,1.42,115,2456,16 Nov 112.00 (AAPL1625W112-4),3.50,+0.25,3.50,3.65,50,580,
16 Nov 112.00 (AAPL1625K112-8),1.36,+0.01,1.37,1.42,1,2456,16 Nov 112.00 (AAPL1625W112-8),3.66,+0.09,3.50,3.65,1,580,
16 Nov 112.00 (AAPL1625K112-A),1.21,-0.16,1.37,1.41,8,2456,16 Nov 112.00 (AAPL1625W112-A),3.60,0.0,3.50,3.65,0,580,
16 Nov 112.00 (AAPL1625K112-B),1.46,+0.06,1.35,1.42,1,2456,16 Nov 112.00 (AAPL1625W112-B),4.06,+0.64,3.45,3.65,1,580,
16 Nov 112.00 (AAPL1625K112-E),1.44,+0.10,1.37,1.42,172,2456,16 Nov 112.00 (AAPL1625W112-E),3.46,-0.06,3.50,3.65,39,580,
16 Nov 112.00 (AAPL1625K112-I),1.25,-0.16,1.37,1.41,11,2456,16 Nov 112.00 (AAPL1625W112-I),3.20,0.0,3.50,3.65,0,580,
16 Nov 112.00 (AAPL1625K112-J),1.90,0.0,1.37,1.42,0,2456,16 Nov 112.00 (AAPL1625W112-J),1.91,0.0,3.50,3.60,0,580,
16 Nov 112.00 (AAPL1625K112-K),1.41,+0.32,1.37,1.42,63,2456,16 Nov 112.00 (AAPL1625W112-K),0.0,0.0,3.50,3.65,0,580,
16 Nov 112.00 (AAPL1625K112-O),1.43,+0.09,1.37,1.41,14,2456,16 Nov 112.00 (AAPL1625W112-O),3.55,-0.05,3.50,3.65,26,580,
16 Nov 112.00 (AAPL1625K112-P),1.44,0.0,1.37,1.41,22,2456,16 Nov 112.00 (AAPL1625W112-P),3.64,+0.59,3.50,3.65,11,580,
16 Nov 112.00 (AAPL1625K112-S),1.40,0.0,1.37,1.41,0,2456,16 Nov 112.00 (AAPL1625W112-S),1.42,0.0,3.50,3.65,0,580,
16 Nov 112.00 (AAPL1625K112-X),1.21,-0.20,1.37,1.42,2,2456,16 Nov 112.00 (AAPL1625W112-X),3.63,+0.35,3.50,3.65,1,580,
16 Nov 112.00 (AAPL1625K112-Y),1.36,0.0,1.37,1.41,0,2456,16 Nov 112.00 (AAPL1625W112-Y),3.56,+1.88,3.50,3.65,2,580,
16 Nov 113.00 (AAPL1625K113),1.08,0.0,1.02,1.06,355,568,16 Nov 113.00 (AAPL1625W113),4.18,-0.06,4.15,4.30,24,799,
16 Nov 113.00 (AAPL1625K113-3),0.0,0.0,1.02,1.06,0,568,16 Nov 113.00 (AAPL1625W113-3),2.06,0.0,4.15,4.30,0,799,
16 Nov 113.00 (AAPL1625K113-4),1.01,+0.01,1.01,1.06,1,568,16 Nov 113.00 (AAPL1625W113-4),4.25,0.0,4.15,4.30,0,799,
16 Nov 113.00 (AAPL1625K113-8),1.01,-0.32,1.02,1.06,13,568,16 Nov 113.00 (AAPL1625W113-8),5.17,+1.93,4.15,4.30,3,799,
16 Nov 113.00 (AAPL1625K113-A),1.48,0.0,1.02,1.06,0,568,16 Nov 113.00 (AAPL1625W113-A),1.99,0.0,4.15,4.30,0,799,
16 Nov 113.00 (AAPL1625K113-B),1.06,-0.51,1.00,1.06,1,568,16 Nov 113.00 (AAPL1625W113-B),1.49,0.0,4.15,4.30,0,799,
16 Nov 113.00 (AAPL1625K113-E),1.08,+0.07,1.02,1.06,6,568,16 Nov 113.00 (AAPL1625W113-E),4.18,+0.24,4.15,4.30,20,799,
16 Nov 113.00 (AAPL1625K113-I),1.10,+0.03,1.02,1.06,80,568,16 Nov 113.00 (AAPL1625W113-I),3.75,0.0,4.15,4.30,0,799,
16 Nov 113.00 (AAPL1625K113-J),6.67,0.0,1.02,1.06,0,568,16 Nov 113.00 (AAPL1625W113-J),2.12,0.0,4.15,4.30,0,799,
16 Nov 113.00 (AAPL1625K113-K),0.0,0.0,1.02,1.06,0,568,16 Nov 113.00 (AAPL1625W113-K),0.0,0.0,4.15,4.30,0,799,
16 Nov 113.00 (AAPL1625K113-O),1.08,0.0,1.02,1.06,0,568,16 Nov 113.00 (AAPL1625W113-O),4.10,0.0,4.15,4.30,0,799,
16 Nov 113.00 (AAPL1625K113-P),0.96,-0.05,1.01,1.06,220,568,16 Nov 113.00 (AAPL1625W113-P),3.05,0.0,4.15,4.30,0,799,
16 Nov 113.00 (AAPL1625K113-S),1.55,0.0,1.02,1.06,0,568,16 Nov 113.00 (AAPL1625W113-S),1.65,0.0,4.15,4.30,0,799,
16 Nov 113.00 (AAPL1625K113-X),1.04,+0.03,1.02,1.06,34,568,16 Nov 113.00 (AAPL1625W113-X),4.24,0.0,4.15,4.30,0,799,
16 Nov 113.00 (AAPL1625K113-Y),1.04,0.0,1.02,1.06,0,568,16 Nov 113.00 (AAPL1625W113-Y),4.74,+1.52,4.15,4.30,1,799,
16 Nov 114.00 (AAPL1625K114),0.77,-0.01,0.73,0.78,33,1327,16 Nov 114.00 (AAPL1625W114),4.90,-0.05,4.85,5.00,10,304,
16 Nov 114.00 (AAPL1625K114-3),1.95,0.0,0.73,0.78,0,1327,16 Nov 114.00 (AAPL1625W114-3),1.99,0.0,4.85,5.00,0,304,
16 Nov 114.00 (AAPL1625K114-4),0.75,0.0,0.73,0.78,0,1327,16 Nov 114.00 (AAPL1625W114-4),4.95,0.0,4.85,5.00,0,304,
16 Nov 114.00 (AAPL1625K114-8),0.71,-0.07,0.73,0.78,9,1327,16 Nov 114.00 (AAPL1625W114-8),4.99,+1.05,4.85,5.00,3,304,
16 Nov 114.00 (AAPL1625K114-A),0.81,0.0,0.73,0.78,0,1327,16 Nov 114.00 (AAPL1625W114-A),2.00,0.0,4.85,5.00,0,304,
16 Nov 114.00 (AAPL1625K114-B),0.75,-0.05,0.73,0.78,1,1327,16 Nov 114.00 (AAPL1625W114-B),4.71,0.0,4.80,5.00,0,304,
16 Nov 114.00 (AAPL1625K114-E),0.73,0.0,0.73,0.78,0,1327,16 Nov 114.00 (AAPL1625W114-E),4.05,0.0,4.85,5.00,0,304,
16 Nov 114.00 (AAPL1625K114-I),0.70,-0.35,0.73,0.78,4,1327,16 Nov 114.00 (AAPL1625W114-I),2.50,0.0,4.85,5.00,0,304,
16 Nov 114.00 (AAPL1625K114-J),2.10,0.0,0.73,0.78,0,1327,16 Nov 114.00 (AAPL1625W114-J),0.0,0.0,4.85,5.00,0,304,
16 Nov 114.00 (AAPL1625K114-K),0.0,0.0,0.73,0.78,0,1327,16 Nov 114.00 (AAPL1625W114-K),0.0,0.0,4.85,7.10,0,304,
16 Nov 114.00 (AAPL1625K114-O),0.77,-0.19,0.73,0.78,8,1327,16 Nov 114.00 (AAPL1625W114-O),4.90,+2.50,4.85,5.00,4,304,
16 Nov 114.00 (AAPL1625K114-P),0.81,-0.01,0.73,0.78,4,1327,16 Nov 114.00 (AAPL1625W114-P),5.92,+1.07,4.85,5.00,1,304,
16 Nov 114.00 (AAPL1625K114-S),1.15,0.0,0.73,0.78,0,1327,16 Nov 114.00 (AAPL1625W114-S),2.05,0.0,4.85,5.00,0,304,
16 Nov 114.00 (AAPL1625K114-X),0.77,-0.04,0.73,0.78,6,1327,16 Nov 114.00 (AAPL1625W114-X),5.92,+3.63,4.85,5.00,2,304,
16 Nov 114.00 (AAPL1625K114-Y),0.72,-0.31,0.73,0.78,1,1327,16 Nov 114.00 (AAPL1625W114-Y),2.42,0.0,4.85,5.00,0,304,
16 Nov 115.00 (AAPL1625K115),0.54,+0.01,0.52,0.56,203,3348,16 Nov 115.00 (AAPL1625W115),5.52,+0.02,5.60,5.75,67,742,
16 Nov 115.00 (AAPL1625K115-3),0.57,0.0,0.46,0.56,0,3348,16 Nov 115.00 (AAPL1625W115-3),0.0,0.0,5.60,5.80,0,742,
16 Nov 115.00 (AAPL1625K115-4),0.59,+0.07,0.50,0.56,21,3348,16 Nov 115.00 (AAPL1625W115-4),5.10,0.0,5.60,5.80,0,742,
16 Nov 115.00 (AAPL1625K115-8),0.54,-0.03,0.51,0.56,9,3348,16 Nov 115.00 (AAPL1625W115-8),5.45,+0.33,5.60,5.80,34,742,
16 Nov 115.00 (AAPL1625K115-A),0.56,0.0,0.51,0.56,0,3348,16 Nov 115.00 (AAPL1625W115-A),4.78,0.0,5.60,5.75,0,742,
16 Nov 115.00 (AAPL1625K115-B),0.57,+0.03,0.51,0.56,13,3348,16 Nov 115.00 (AAPL1625W115-B),5.72,+0.25,5.60,5.80,1,742,
16 Nov 115.00 (AAPL1625K115-E),0.55,+0.02,0.51,0.56,38,3348,16 Nov 115.00 (AAPL1625W115-E),5.52,+0.41,5.60,5.75,20,742,
16 Nov 115.00 (AAPL1625K115-I),0.61,+0.09,0.51,0.56,47,3348,16 Nov 115.00 (AAPL1625W115-I),5.65,+0.15,5.60,5.75,2,742,
16 Nov 115.00 (AAPL1625K115-J),0.54,0.0,0.41,0.56,0,3348,16 Nov 115.00 (AAPL1625W115-J),0.0,0.0,5.60,5.80,0,742,
16 Nov 115.00 (AAPL1625K115-K),0.0,0.0,0.0,0.56,0,3348,16 Nov 115.00 (AAPL1625W115-K),0.0,0.0,5.60,5.75,0,742,
16 Nov 115.00 (AAPL1625K115-O),0.53,-0.07,0.51,0.56,2,3348,16 Nov 115.00 (AAPL1625W115-O),5.15,0.0,5.60,5.75,0,742,
16 Nov 115.00 (AAPL1625K115-P),0.55,-0.03,0.52,0.56,40,3348,16 Nov 115.00 (AAPL1625W115-P),4.40,0.0,5.60,5.75,0,742,
16 Nov 115.00 (AAPL1625K115-S),0.53,0.0,0.51,0.56,0,3348,16 Nov 115.00 (AAPL1625W115-S),2.28,0.0,5.60,5.80,0,742,
16 Nov 115.00 (AAPL1625K115-X),0.44,-0.09,0.51,0.56,29,3348,16 Nov 115.00 (AAPL1625W115-X),5.52,+1.61,5.60,5.75,10,742,
16 Nov 115.00 (AAPL1625K115-Y),0.52,-0.06,0.51,0.56,4,3348,16 Nov 115.00 (AAPL1625W115-Y),4.82,0.0,5.60,5.75,0,742,
16 Nov 116.00 (AAPL1625K116),0.40,+0.03,0.36,0.40,316,998,16 Nov 116.00 (AAPL1625W116),6.65,+1.46,6.45,6.60,30,328,
16 Nov 116.00 (AAPL1625K116-3),0.0,0.0,0.34,0.40,0,998,16 Nov 116.00 (AAPL1625W116-3),0.0,0.0,6.45,6.65,0,328,
16 Nov 116.00 (AAPL1625K116-4),0.40,0.0,0.35,0.40,165,998,16 Nov 116.00 (AAPL1625W116-4),2.70,0.0,6.45,6.65,0,328,
16 Nov 116.00 (AAPL1625K116-8),0.38,0.0,0.35,0.40,0,998,16 Nov 116.00 (AAPL1625W116-8),7.71,+2.52,6.45,6.65,20,328,
16 Nov 116.00 (AAPL1625K116-A),0.41,0.0,0.35,0.40,0,998,16 Nov 116.00 (AAPL1625W116-A),3.87,0.0,6.45,6.65,0,328,
16 Nov 116.00 (AAPL1625K116-B),0.35,-0.03,0.36,0.40,1,998,16 Nov 116.00 (AAPL1625W116-B),3.15,0.0,6.45,6.60,0,328,
16 Nov 116.00 (AAPL1625K116-E),0.38,-0.01,0.35,0.40,4,998,16 Nov 116.00 (AAPL1625W116-E),7.00,+1.87,6.45,6.65,7,328,
16 Nov 116.00 (AAPL1625K116-I),0.35,-0.07,0.35,0.40,1,998,16 Nov 116.00 (AAPL1625W116-I),5.95,0.0,6.45,6.65,0,328,
16 Nov 116.00 (AAPL1625K116-J),0.49,0.0,0.27,0.40,0,998,16 Nov 116.00 (AAPL1625W116-J),0.0,0.0,6.45,6.65,0,328,
16 Nov 116.00 (AAPL1625K116-K),0.0,0.0,0.0,0.40,0,998,16 Nov 116.00 (AAPL1625W116-K),0.0,0.0,6.45,6.65,0,328,
16 Nov 116.00 (AAPL1625K116-O),0.40,0.0,0.34,0.40,0,998,16 Nov 116.00 (AAPL1625W116-O),3.65,0.0,6.45,6.65,0,328,
16 Nov 116.00 (AAPL1625K116-P),0.42,+0.05,0.36,0.40,145,998,16 Nov 116.00 (AAPL1625W116-P),6.65,+1.40,6.45,6.65,3,328,
16 Nov 116.00 (AAPL1625K116-S),0.58,0.0,0.35,0.40,0,998,16 Nov 116.00 (AAPL1625W116-S),3.80,0.0,6.45,6.65,0,328,
16 Nov 116.00 (AAPL1625K116-X),0.39,0.0,0.36,0.40,0,998,16 Nov 116.00 (AAPL1625W116-X),3.57,0.0,6.45,6.65,0,328,
16 Nov 116.00 (AAPL1625K116-Y),0.41,0.0,0.35,0.40,0,998,16 Nov 116.00 (AAPL1625W116-Y),3.84,0.0,6.45,6.65,0,328,
16 Nov 117.00 (AAPL1625K117),0.28,-0.01,0.24,0.29,33,1992,16 Nov 117.00 (AAPL1625W117),7.30,-0.12,7.35,7.50,40,278,
16 Nov 117.00 (AAPL1625K117-3),0.72,0.0,0.24,0.29,0,1992,16 Nov 117.00 (AAPL1625W117-3),0.0,0.0,7.35,7.50,0,278,
16 Nov 117.00 (AAPL1625K117-4),0.25,-0.02,0.24,0.29,2,1992,16 Nov 117.00 (AAPL1625W117-4),5.20,0.0,7.35,7.50,0,278,
16 Nov 117.00 (AAPL1625K117-8),0.25,-0.03,0.23,0.29,4,1992,16 Nov 117.00 (AAPL1625W117-8),7.78,+0.36,7.35,7.50,1,278,
16 Nov 117.00 (AAPL1625K117-A),0.28,-0.01,0.24,0.29,4,1992,16 Nov 117.00 (AAPL1625W117-A),7.77,+4.02,7.35,7.50,1,278,
16 Nov 117.00 (AAPL1625K117-B),0.29,0.0,0.24,0.29,0,1992,16 Nov 117.00 (AAPL1625W117-B),7.70,+3.40,7.35,7.50,1,278,
16 Nov 117.00 (AAPL1625K117-E),0.28,+0.02,0.24,0.29,21,1992,16 Nov 117.00 (AAPL1625W117-E),7.30,+0.10,7.35,7.50,33,278,
16 Nov 117.00 (AAPL1625K117-I),0.34,0.0,0.24,0.29,0,1992,16 Nov 117.00 (AAPL1625W117-I),6.25,0.0,7.35,7.50,0,278,
16 Nov 117.00 (AAPL1625K117-J),0.30,0.0,0.0,0.29,0,1992,16 Nov 117.00 (AAPL1625W117-J),3.07,0.0,7.35,7.50,0,278,
16 Nov 117.00 (AAPL1625K117-K),3.05,0.0,0.0,0.29,0,1992,16 Nov 117.00 (AAPL1625W117-K),0.0,0.0,7.35,7.50,0,278,
16 Nov 117.00 (AAPL1625K117-O),0.27,0.0,0.23,0.29,0,1992,16 Nov 117.00 (AAPL1625W117-O),6.62,0.0,7.35,7.50,0,278,
16 Nov 117.00 (AAPL1625K117-P),0.25,-0.21,0.24,0.29,2,1992,16 Nov 117.00 (AAPL1625W117-P),7.77,+1.42,7.35,7.50,1,278,
16 Nov 117.00 (AAPL1625K117-S),0.46,0.0,0.24,0.29,0,1992,16 Nov 117.00 (AAPL1625W117-S),4.26,0.0,7.35,7.50,0,278,
16 Nov 117.00 (AAPL1625K117-X),0.43,0.0,0.24,0.29,0,1992,16 Nov 117.00 (AAPL1625W117-X),6.77,0.0,7.35,7.50,0,278,
16 Nov 117.00 (AAPL1625K117-Y),0.38,0.0,0.24,0.29,0,1992,16 Nov 117.00 (AAPL1625W117-Y),7.78,+3.89,7.35,7.50,3,278,
16 Nov 118.00 (AAPL1625K118),0.18,-0.01,0.17,0.20,127,1624,16 Nov 118.00 (AAPL1625W118),8.32,+1.22,8.25,8.45,16,252,
16 Nov 118.00 (AAPL1625K118-3),3.20,0.0,0.16,0.20,0,1624,16 Nov 118.00 (AAPL1625W118-3),3.80,0.0,8.25,8.45,0,252,
16 Nov 118.00 (AAPL1625K118-4),0.33,0.0,0.16,0.20,0,1624,16 Nov 118.00 (AAPL1625W118-4),5.45,0.0,8.25,8.45,0,252,
16 Nov 118.00 (AAPL1625K118-8),0.17,0.0,0.16,0.20,0,1624,16 Nov 118.00 (AAPL1625W118-8),5.41,0.0,8.25,8.45,0,252,
16 Nov 118.00 (AAPL1625K118-A),0.17,-0.02,0.16,0.20,1,1624,16 Nov 118.00 (AAPL1625W118-A),7.10,0.0,8.25,8.45,0,252,
16 Nov 118.00 (AAPL1625K118-B),0.18,-0.01,0.17,0.21,8,1624,16 Nov 118.00 (AAPL1625W118-B),5.55,0.0,8.25,8.45,0,252,
16 Nov 118.00 (AAPL1625K118-E),0.29,0.0,0.16,0.20,0,1624,16 Nov 118.00 (AAPL1625W118-E),8.32,+2.87,8.25,8.45,15,252,
16 Nov 118.00 (AAPL1625K118-I),0.18,-0.01,0.17,0.20,104,1624,16 Nov 118.00 (AAPL1625W118-I),8.80,+5.00,8.25,8.45,1,252,
16 Nov 118.00 (AAPL1625K118-J),0.0,0.0,0.13,0.20,0,1624,16 Nov 118.00 (AAPL1625W118-J),3.52,0.0,8.25,8.45,0,252,
16 Nov 118.00 (AAPL1625K118-K),0.0,0.0,0.0,2.29,0,1624,16 Nov 118.00 (AAPL1625W118-K),0.0,0.0,8.25,8.45,0,252,
16 Nov 118.00 (AAPL1625K118-O),0.15,-0.14,0.17,0.20,2,1624,16 Nov 118.00 (AAPL1625W118-O),4.71,0.0,8.25,8.45,0,252,
16 Nov 118.00 (AAPL1625K118-P),0.17,-0.01,0.17,0.20,10,1624,16 Nov 118.00 (AAPL1625W118-P),7.10,0.0,8.25,8.45,0,252,
16 Nov 118.00 (AAPL1625K118-S),0.18,-0.19,0.15,0.20,2,1624,16 Nov 118.00 (AAPL1625W118-S),0.0,0.0,8.25,8.45,0,252,
16 Nov 118.00 (AAPL1625K118-X),0.30,0.0,0.16,0.20,0,1624,16 Nov 118.00 (AAPL1625W118-X),6.13,0.0,8.25,8.45,0,252,
16 Nov 118.00 (AAPL1625K118-Y),0.28,0.0,0.14,0.20,0,1624,16 Nov 118.00 (AAPL1625W118-Y),5.31,0.0,8.25,8.45,0,252,
16 Nov 119.00 (AAPL1625K119),0.14,+0.01,0.11,0.15,224,2303,16 Nov 119.00 (AAPL1625W119),9.70,+1.63,9.20,9.40,25,43,
16 Nov 119.00 (AAPL1625K119-3),0.0,0.0,0.11,0.15,0,2303,16 Nov 119.00 (AAPL1625W119-3),0.0,0.0,9.20,9.40,0,43,
16 Nov 119.00 (AAPL1625K119-4),0.14,0.0,0.11,0.15,30,2303,16 Nov 119.00 (AAPL1625W119-4),0.0,0.0,9.20,9.40,0,43,
16 Nov 119.00 (AAPL1625K119-8),0.14,+0.01,0.11,0.15,22,2303,16 Nov 119.00 (AAPL1625W119-8),5.14,0.0,9.20,9.40,0,43,
16 Nov 119.00 (AAPL1625K119-A),0.14,-0.08,0.11,0.15,40,2303,16 Nov 119.00 (AAPL1625W119-A),5.50,0.0,9.20,9.40,0,43,
16 Nov 119.00 (AAPL1625K119-B),0.24,0.0,0.11,0.16,0,2303,16 Nov 119.00 (AAPL1625W119-B),0.0,0.0,9.20,9.40,0,43,
16 Nov 119.00 (AAPL1625K119-E),0.13,0.0,0.11,0.15,112,2303,16 Nov 119.00 (AAPL1625W119-E),9.70,+1.63,9.20,9.40,20,43,
16 Nov 119.00 (AAPL1625K119-I),0.16,0.0,0.11,0.15,0,2303,16 Nov 119.00 (AAPL1625W119-I),0.0,0.0,9.20,9.40,0,43,
16 Nov 119.00 (AAPL1625K119-J),2.52,0.0,0.11,0.15,0,2303,16 Nov 119.00 (AAPL1625W119-J),0.0,0.0,9.20,9.40,0,43,
16 Nov 119.00 (AAPL1625K119-K),0.0,0.0,0.0,0.15,0,2303,16 Nov 119.00 (AAPL1625W119-K),0.0,0.0,9.20,9.40,0,43,
16 Nov 119.00 (AAPL1625K119-O),0.27,0.0,0.11,0.15,0,2303,16 Nov 119.00 (AAPL1625W119-O),5.40,0.0,9.20,9.40,0,43,
16 Nov 119.00 (AAPL1625K119-P),0.14,+0.02,0.11,0.15,20,2303,16 Nov 119.00 (AAPL1625W119-P),10.00,+4.85,9.20,9.40,5,43,
16 Nov 119.00 (AAPL1625K119-S),0.13,0.0,0.11,0.15,0,2303,16 Nov 119.00 (AAPL1625W119-S),0.0,0.0,9.20,9.40,0,43,
16 Nov 119.00 (AAPL1625K119-X),0.18,0.0,0.11,0.15,0,2303,16 Nov 119.00 (AAPL1625W119-X),8.25,0.0,9.20,9.40,0,43,
16 Nov 119.00 (AAPL1625K119-Y),0.25,0.0,0.08,0.15,0,2303,16 Nov 119.00 (AAPL1625W119-Y),0.0,0.0,9.20,9.40,0,43,
16 Nov 120.00 (AAPL1625K120),0.10,0.0,0.08,0.12,74,5391,16 Nov 120.00 (AAPL1625W120),10.46,+0.16,10.15,10.40,1,220,
16 Nov 120.00 (AAPL1625K120-3),0.72,0.0,0.07,0.12,0,5391,16 Nov 120.00 (AAPL1625W120-3),0.0,0.0,10.15,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-4),0.10,-0.04,0.07,0.12,60,5391,16 Nov 120.00 (AAPL1625W120-4),5.19,0.0,10.15,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-8),0.10,-0.02,0.07,0.12,7,5391,16 Nov 120.00 (AAPL1625W120-8),8.90,0.0,10.15,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-A),0.09,0.0,0.07,0.12,0,5391,16 Nov 120.00 (AAPL1625W120-A),8.91,0.0,10.15,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-B),0.11,0.0,0.08,0.18,0,5391,16 Nov 120.00 (AAPL1625W120-B),5.55,0.0,10.10,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-E),0.09,-0.01,0.07,0.12,4,5391,16 Nov 120.00 (AAPL1625W120-E),7.10,0.0,10.10,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-I),0.09,0.0,0.08,0.12,0,5391,16 Nov 120.00 (AAPL1625W120-I),5.50,0.0,10.15,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-J),0.11,0.0,0.0,0.12,0,5391,16 Nov 120.00 (AAPL1625W120-J),0.0,0.0,10.15,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-K),2.27,0.0,0.0,0.12,0,5391,16 Nov 120.00 (AAPL1625W120-K),0.0,0.0,8.85,12.20,0,220,
16 Nov 120.00 (AAPL1625K120-O),0.09,0.0,0.07,0.12,3,5391,16 Nov 120.00 (AAPL1625W120-O),10.30,0.0,10.15,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-P),0.17,0.0,0.08,0.12,0,5391,16 Nov 120.00 (AAPL1625W120-P),9.55,0.0,10.15,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-S),0.15,0.0,0.07,0.12,0,5391,16 Nov 120.00 (AAPL1625W120-S),0.0,0.0,10.15,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-X),0.11,0.0,0.07,0.12,0,5391,16 Nov 120.00 (AAPL1625W120-X),10.10,0.0,10.15,10.40,0,220,
16 Nov 120.00 (AAPL1625K120-Y),0.14,0.0,0.08,0.12,0,5391,16 Nov 120.00 (AAPL1625W120-Y),10.46,+3.37,10.15,10.40,1,220,
16 Nov 121.00 (AAPL1625K121),0.07,-0.01,0.05,0.09,1,463,16 Nov 121.00 (AAPL1625W121),6.50,0.0,10.90,11.40,0,50,
16 Nov 121.00 (AAPL1625K121-3),0.10,0.0,0.05,0.09,0,463,16 Nov 121.00 (AAPL1625W121-3),0.0,0.0,10.90,11.40,0,50,
16 Nov 121.00 (AAPL1625K121-4),0.12,0.0,0.05,0.09,0,463,16 Nov 121.00 (AAPL1625W121-4),0.0,0.0,10.90,11.40,0,50,
16 Nov 121.00 (AAPL1625K121-8),0.07,-0.03,0.05,0.09,1,463,16 Nov 121.00 (AAPL1625W121-8),5.88,0.0,10.90,11.40,0,50,
16 Nov 121.00 (AAPL1625K121-A),0.13,0.0,0.05,0.09,0,463,16 Nov 121.00 (AAPL1625W121-A),0.0,0.0,10.90,11.40,0,50,
16 Nov 121.00 (AAPL1625K121-B),0.28,0.0,0.05,0.14,0,463,16 Nov 121.00 (AAPL1625W121-B),0.0,0.0,10.90,11.40,0,50,
16 Nov 121.00 (AAPL1625K121-E),0.09,0.0,0.05,0.09,0,463,16 Nov 121.00 (AAPL1625W121-E),7.35,0.0,10.90,11.45,0,50,
16 Nov 121.00 (AAPL1625K121-I),0.10,0.0,0.05,0.09,0,463,16 Nov 121.00 (AAPL1625W121-I),0.0,0.0,10.90,11.40,0,50,
16 Nov 121.00 (AAPL1625K121-J),0.08,0.0,0.0,0.09,0,463,16 Nov 121.00 (AAPL1625W121-J),0.0,0.0,10.90,11.40,0,50,
16 Nov 121.00 (AAPL1625K121-K),0.0,0.0,0.0,0.09,0,463,16 Nov 121.00 (AAPL1625W121-K),0.0,0.0,10.10,13.10,0,50,
16 Nov 121.00 (AAPL1625K121-O),0.10,0.0,0.05,0.09,0,463,16 Nov 121.00 (AAPL1625W121-O),6.50,0.0,10.90,11.40,0,50,
16 Nov 121.00 (AAPL1625K121-P),0.20,0.0,0.05,0.09,0,463,16 Nov 121.00 (AAPL1625W121-P),0.0,0.0,10.90,11.40,0,50,
