,Calls,Bid,Ask,Vol,Expiration,Strike,Call IV
2787,16 Nov 221.50 (SPY1611K221.5-S),0.02,0.04,5,15,221.5,0.0842378071644
2788,16 Nov 221.50 (SPY1611K221.5-X),0.02,0.04,24,15,221.5,0.0842378071644
2790,16 Nov 222.00 (SPY1611K222),0.02,0.03,48,15,222.0,0.0864573516612
2793,16 Nov 222.00 (SPY1611K222-8),0.01,0.04,25,15,222.0,0.0864573516612
2802,16 Nov 222.00 (SPY1611K222-S),0.02,0.04,10,15,222.0,0.088859351168
2803,16 Nov 222.00 (SPY1611K222-X),0.02,0.03,12,15,222.0,0.0864573516612
2805,16 Nov 222.50 (SPY1611K222.5),0.02,0.03,50,15,222.5,0.0909419715941
2811,16 Nov 222.50 (SPY1611K222.5-E),0.01,0.04,50,15,222.5,0.0909419715941
2820,16 Nov 223.00 (SPY1611K223),0.01,0.02,244,15,223.0,0.0889395400321
2821,16 Nov 223.00 (SPY1611K223-3),0.01,0.10,10,15,223.0,0.107919095829
2824,16 Nov 223.00 (SPY1611K223-A),0.01,0.04,20,15,223.0,0.0953867515262
2831,16 Nov 223.00 (SPY1611K223-P),0.01,0.02,200,15,223.0,0.0889395400321
2834,16 Nov 223.00 (SPY1611K223-Y),0.01,0.03,14,15,223.0,0.0924354103998
2850,16 Nov 224.00 (SPY1611K224),0.01,0.02,205,15,224.0,0.0972619235284
2853,16 Nov 224.00 (SPY1611K224-8),0.01,0.03,4,15,224.0,0.101007598537
2864,16 Nov 224.00 (SPY1611K224-Y),0.01,0.02,200,15,224.0,0.0972619235284
2865,16 Nov 224.50 (SPY1611K224.5),0.01,0.02,150,15,224.5,0.10137656919
2871,16 Nov 224.50 (SPY1611K224.5-E),0.0,0.03,50,15,224.5,0.10137656919
2878,16 Nov 224.50 (SPY1611K224.5-X),0.01,0.02,100,15,224.5,0.10137656919
2880,16 Nov 225.00 (SPY1611K225),0.0,0.01,41,15,225.0,0.0930190999389
2883,16 Nov 225.00 (SPY1611K225-8),0.0,0.02,40,15,225.0,0.100407234833
2895,16 Nov 225.50 (SPY1611K225.5),0.0,0.02,50,15,225.5,0.10431064404
2897,16 Nov 225.50 (SPY1611K225.5-4),0.0,0.02,30,15,225.5,0.10431064404
2902,16 Nov 225.50 (SPY1611K225.5-I),0.0,0.02,15,15,225.5,0.10431064404
2909,16 Nov 225.50 (SPY1611K225.5-Y),0.0,0.02,5,15,225.5,0.10431064404
2940,16 Nov 227.00 (SPY1611K227),0.0,0.01,20,15,227.0,0.107572003745
2943,16 Nov 227.00 (SPY1611K227-8),0.0,0.02,20,15,227.0,0.115875356117
3270,16 Nov 180.00 (SPY1616K180),34.14,34.36,11,15,180.0,0.474401519478
3273,16 Nov 180.00 (SPY1616K180-8),34.12,34.41,11,15,180.0,0.479098632085
3795,16 Nov 201.00 (SPY1616K201),13.65,13.92,5,15,201.0,0.279428078921
3805,16 Nov 201.00 (SPY1616K201-O),13.65,13.97,5,15,201.0,0.282161285993
3915,16 Nov 205.00 (SPY1616K205),10.00,10.22,10,15,205.0,0.245505291582
3917,16 Nov 205.00 (SPY1616K205-4),9.99,10.18,10,15,205.0,0.24335537406
3945,16 Nov 206.00 (SPY1616K206),9.11,9.34,4,15,206.0,0.237491555375
3947,16 Nov 206.00 (SPY1616K206-4),9.10,9.32,4,15,206.0,0.236281130916
3975,16 Nov 207.00 (SPY1616K207),8.23,8.46,5,15,207.0,0.228661167507
3986,16 Nov 207.00 (SPY1616K207-P),8.23,8.47,5,15,207.0,0.229041070276
4005,16 Nov 208.00 (SPY1616K208),7.45,7.56,20,15,208.0,0.221474036472
4008,16 Nov 208.00 (SPY1616K208-8),7.44,7.61,16,15,208.0,0.222905122412
4011,16 Nov 208.00 (SPY1616K208-E),7.43,7.60,3,15,208.0,0.222190037232
4020,16 Nov 208.50 (SPY1616K208.5),7.08,7.12,201,15,208.5,0.21834656086
4021,16 Nov 208.50 (SPY1616K208.5-3),7.07,7.12,20,15,208.5,0.217998395134
4023,16 Nov 208.50 (SPY1616K208.5-8),7.05,7.18,128,15,208.5,0.21938991467
4026,16 Nov 208.50 (SPY1616K208.5-E),7.06,7.16,5,15,208.5,0.21904231951
4027,16 Nov 208.50 (SPY1616K208.5-I),7.08,7.12,10,15,208.5,0.21834656086
4033,16 Nov 208.50 (SPY1616K208.5-X),7.07,7.12,38,15,208.5,0.217998395134
4035,16 Nov 209.00 (SPY1616K209),6.66,6.71,268,15,209.0,0.214103189234
4036,16 Nov 209.00 (SPY1616K209-3),6.65,6.70,40,15,209.0,0.213424490368
4038,16 Nov 209.00 (SPY1616K209-8),6.64,6.76,21,15,209.0,0.215120048727
4040,16 Nov 209.00 (SPY1616K209-B),6.65,6.74,3,15,209.0,0.214781252871
4041,16 Nov 209.00 (SPY1616K209-E),6.64,6.73,111,15,209.0,0.214103189234
4045,16 Nov 209.00 (SPY1616K209-O),6.64,6.69,23,15,209.0,0.212745148974
4046,16 Nov 209.00 (SPY1616K209-P),6.66,6.71,5,15,209.0,0.214103189234
4049,16 Nov 209.00 (SPY1616K209-Y),6.66,6.72,65,15,209.0,0.214442300004
4050,16 Nov 209.50 (SPY1616K209.5),6.24,6.29,70,15,209.5,0.209127754542
4051,16 Nov 209.50 (SPY1616K209.5-3),6.24,6.29,60,15,209.5,0.209127754542
4057,16 Nov 209.50 (SPY1616K209.5-I),6.24,6.29,9,15,209.5,0.209127754542
4065,16 Nov 210.00 (SPY1616K210),5.83,5.87,159,15,210.0,0.20408471122
4067,16 Nov 210.00 (SPY1616K210-4),5.81,5.91,32,15,210.0,0.204731916596
4068,16 Nov 210.00 (SPY1616K210-8),5.81,5.92,3,15,210.0,0.205055361324
4069,16 Nov 210.00 (SPY1616K210-A),5.79,5.91,20,15,210.0,0.20408471122
4071,16 Nov 210.00 (SPY1616K210-E),5.82,5.90,15,15,210.0,0.204731916596
4072,16 Nov 210.00 (SPY1616K210-I),5.83,5.88,31,15,210.0,0.204408366751
4075,16 Nov 210.00 (SPY1616K210-O),5.83,5.86,30,15,210.0,0.203760949428
4076,16 Nov 210.00 (SPY1616K210-P),5.83,5.88,11,15,210.0,0.204408366751
4079,16 Nov 210.00 (SPY1616K210-Y),5.83,5.90,17,15,210.0,0.205055361324
4080,16 Nov 210.50 (SPY1616K210.5),5.43,5.46,33,15,210.5,0.199258618585
4083,16 Nov 210.50 (SPY1616K210.5-8),5.40,5.51,11,15,210.5,0.199891881825
4090,16 Nov 210.50 (SPY1616K210.5-O),5.42,5.46,20,15,210.5,0.198941862073
4095,16 Nov 211.00 (SPY1616K211),5.02,5.05,121,15,211.0,0.193665468658
4098,16 Nov 211.00 (SPY1616K211-8),5.00,5.10,25,15,211.0,0.194596657108
4099,16 Nov 211.00 (SPY1616K211-A),5.01,5.08,26,15,211.0,0.194286324328
4100,16 Nov 211.00 (SPY1616K211-B),5.02,5.07,8,15,211.0,0.194286324328
4101,16 Nov 211.00 (SPY1616K211-E),5.01,5.08,24,15,211.0,0.194286324328
4106,16 Nov 211.00 (SPY1616K211-P),4.98,5.09,8,15,211.0,0.193665468658
4108,16 Nov 211.00 (SPY1616K211-X),5.02,5.07,19,15,211.0,0.194286324328
4109,16 Nov 211.00 (SPY1616K211-Y),5.02,5.09,9,15,211.0,0.194906926957
4110,16 Nov 211.50 (SPY1616K211.5),4.63,4.66,33,15,211.5,0.188828978337
4111,16 Nov 211.50 (SPY1616K211.5-3),4.62,4.66,13,15,211.5,0.188524215718
4116,16 Nov 211.50 (SPY1616K211.5-E),4.62,4.69,3,15,211.5,0.189438365973
4122,16 Nov 211.50 (SPY1616K211.5-S),4.59,4.70,13,15,211.5,0.188828978337
4125,16 Nov 212.00 (SPY1616K212),4.24,4.28,165,15,212.0,0.183763297077
4126,16 Nov 212.00 (SPY1616K212-3),4.24,4.28,17,15,212.0,0.183763297077
4127,16 Nov 212.00 (SPY1616K212-4),4.22,4.30,19,15,212.0,0.183763297077
4128,16 Nov 212.00 (SPY1616K212-8),4.20,4.31,16,15,212.0,0.183463531239
4131,16 Nov 212.00 (SPY1616K212-E),4.22,4.30,41,15,212.0,0.183763297077
4132,16 Nov 212.00 (SPY1616K212-I),4.24,4.27,39,15,212.0,0.183463531239
4138,16 Nov 212.00 (SPY1616K212-X),4.23,4.29,15,15,212.0,0.183763297077
4139,16 Nov 212.00 (SPY1616K212-Y),4.24,4.31,13,15,212.0,0.184662410957
4140,16 Nov 212.50 (SPY1616K212.5),3.86,3.90,303,15,212.5,0.178428554185
4142,16 Nov 212.50 (SPY1616K212.5-4),3.84,3.92,61,15,212.5,0.178428554185
4143,16 Nov 212.50 (SPY1616K212.5-8),3.82,3.93,26,15,212.5,0.178132963868
4144,16 Nov 212.50 (SPY1616K212.5-A),3.82,3.94,15,15,212.5,0.178428554185
4145,16 Nov 212.50 (SPY1616K212.5-B),3.84,3.91,32,15,212.5,0.178132963868
4146,16 Nov 212.50 (SPY1616K212.5-E),3.84,3.92,118,15,212.5,0.178428554185
4147,16 Nov 212.50 (SPY1616K212.5-I),3.86,3.91,12,15,212.5,0.178724126291
4150,16 Nov 212.50 (SPY1616K212.5-O),3.86,3.90,7,15,212.5,0.178428554185
4152,16 Nov 212.50 (SPY1616K212.5-S),3.86,3.93,6,15,212.5,0.179315216245
4153,16 Nov 212.50 (SPY1616K212.5-X),3.85,3.90,23,15,212.5,0.178132963868
4155,16 Nov 213.00 (SPY1616K213),3.50,3.53,562,15,213.0,0.173363072219
4156,16 Nov 213.00 (SPY1616K213-3),3.50,3.53,56,15,213.0,0.173363072219
4157,16 Nov 213.00 (SPY1616K213-4),3.47,3.55,56,15,213.0,0.173070769251
4158,16 Nov 213.00 (SPY1616K213-8),3.45,3.55,18,15,213.0,0.172486137642
4159,16 Nov 213.00 (SPY1616K213-A),3.45,3.57,65,15,213.0,0.173070769251
4160,16 Nov 213.00 (SPY1616K213-B),3.47,3.54,23,15,213.0,0.17277845774
4161,16 Nov 213.00 (SPY1616K213-E),3.47,3.54,79,15,213.0,0.17277845774
4162,16 Nov 213.00 (SPY1616K213-I),3.49,3.52,65,15,213.0,0.17277845774
4165,16 Nov 213.00 (SPY1616K213-O),3.49,3.54,64,15,213.0,0.173363072219
4166,16 Nov 213.00 (SPY1616K213-P),3.47,3.53,93,15,213.0,0.172486137642
4167,16 Nov 213.00 (SPY1616K213-S),3.45,3.55,21,15,213.0,0.172486137642
4168,16 Nov 213.00 (SPY1616K213-X),3.48,3.53,20,15,213.0,0.17277845774
4170,16 Nov 213.50 (SPY1616K213.5),3.13,3.17,238,15,213.5,0.16762784007
4172,16 Nov 213.50 (SPY1616K213.5-4),3.11,3.19,34,15,213.5,0.16762784007
4173,16 Nov 213.50 (SPY1616K213.5-8),3.08,3.20,34,15,213.5,0.167047690479
4175,16 Nov 213.50 (SPY1616K213.5-B),3.11,3.18,3,15,213.5,0.167337766369
4176,16 Nov 213.50 (SPY1616K213.5-E),3.11,3.19,56,15,213.5,0.16762784007
4177,16 Nov 213.50 (SPY1616K213.5-I),3.13,3.17,23,15,213.5,0.16762784007
4178,16 Nov 213.50 (SPY1616K213.5-J),3.03,3.18,5,15,213.5,0.165017096875
4181,16 Nov 213.50 (SPY1616K213.5-P),3.11,3.19,20,15,213.5,0.16762784007
4183,16 Nov 213.50 (SPY1616K213.5-X),3.12,3.17,37,15,213.5,0.167337766369
4184,16 Nov 213.50 (SPY1616K213.5-Y),3.13,3.19,25,15,213.5,0.168207980952
4185,16 Nov 214.00 (SPY1616K214),2.78,2.82,6159,15,214.0,0.162031888629
4186,16 Nov 214.00 (SPY1616K214-3),2.78,2.82,92,15,214.0,0.162031888629
4187,16 Nov 214.00 (SPY1616K214-4),2.77,2.84,78,15,214.0,0.162320950176
4188,16 Nov 214.00 (SPY1616K214-8),2.77,2.85,54,15,214.0,0.162610011863
4189,16 Nov 214.00 (SPY1616K214-A),2.77,2.84,5,15,214.0,0.162320950176
4190,16 Nov 214.00 (SPY1616K214-B),2.76,2.84,63,15,214.0,0.162031888629
4191,16 Nov 214.00 (SPY1616K214-E),2.77,2.85,49,15,214.0,0.162610011863
4192,16 Nov 214.00 (SPY1616K214-I),2.77,2.83,3070,15,214.0,0.162031888629
4195,16 Nov 214.00 (SPY1616K214-O),2.77,2.82,2454,15,214.0,0.16174282722
4196,16 Nov 214.00 (SPY1616K214-P),2.77,2.84,212,15,214.0,0.162320950176
4197,16 Nov 214.00 (SPY1616K214-S),2.77,2.85,3,15,214.0,0.162610011863
4198,16 Nov 214.00 (SPY1616K214-X),2.78,2.84,58,15,214.0,0.162610011863
4199,16 Nov 214.00 (SPY1616K214-Y),2.77,2.84,21,15,214.0,0.162320950176
4200,16 Nov 214.50 (SPY1616K214.5),2.45,2.46,710,15,214.5,0.15591620763
4201,16 Nov 214.50 (SPY1616K214.5-3),2.45,2.48,49,15,214.5,0.156495258704
4202,16 Nov 214.50 (SPY1616K214.5-4),2.43,2.49,154,15,214.5,0.156205734592
4203,16 Nov 214.50 (SPY1616K214.5-8),2.40,2.48,70,15,214.5,0.155047609473
4204,16 Nov 214.50 (SPY1616K214.5-A),2.41,2.52,37,15,214.5,0.156495258704
4206,16 Nov 214.50 (SPY1616K214.5-E),2.43,2.50,98,15,214.5,0.156495258704
4207,16 Nov 214.50 (SPY1616K214.5-I),2.45,2.49,180,15,214.5,0.156784779982
4210,16 Nov 214.50 (SPY1616K214.5-O),2.45,2.49,28,15,214.5,0.156784779982
4211,16 Nov 214.50 (SPY1616K214.5-P),2.43,2.46,54,15,214.5,0.155337145087
4212,16 Nov 214.50 (SPY1616K214.5-S),2.44,2.47,33,15,214.5,0.15591620763
4213,16 Nov 214.50 (SPY1616K214.5-X),2.43,2.49,5,15,214.5,0.156205734592
4215,16 Nov 215.00 (SPY1616K215),2.13,2.16,1172,15,215.0,0.150932892847
4216,16 Nov 215.00 (SPY1616K215-3),2.12,2.16,33,15,215.0,0.150641095487
4217,16 Nov 215.00 (SPY1616K215-4),2.12,2.16,149,15,215.0,0.150641095487
4218,16 Nov 215.00 (SPY1616K215-8),2.08,2.19,95,15,215.0,0.150349284928
4219,16 Nov 215.00 (SPY1616K215-A),2.10,2.20,51,15,215.0,0.151224677086
4220,16 Nov 215.00 (SPY1616K215-B),2.10,2.17,46,15,215.0,0.150349284928
4221,16 Nov 215.00 (SPY1616K215-E),2.11,2.18,99,15,215.0,0.150932892847
4222,16 Nov 215.00 (SPY1616K215-I),2.13,2.16,53,15,215.0,0.150932892847
4224,16 Nov 215.00 (SPY1616K215-K),0.30,2.16,100,15,215.0,0.0971897506013
4225,16 Nov 215.00 (SPY1616K215-O),2.13,2.17,417,15,215.0,0.151224677086
4226,16 Nov 215.00 (SPY1616K215-P),2.11,2.18,20,15,215.0,0.150932892847
4227,16 Nov 215.00 (SPY1616K215-S),2.13,2.19,71,15,215.0,0.151808206512
4228,16 Nov 215.00 (SPY1616K215-X),2.12,2.17,14,15,215.0,0.150932892847
4229,16 Nov 215.00 (SPY1616K215-Y),2.12,2.18,24,15,215.0,0.151224677086
4230,16 Nov 215.50 (SPY1616K215.5),1.82,1.85,232,15,215.5,0.144953863601
4231,16 Nov 215.50 (SPY1616K215.5-3),1.82,1.85,27,15,215.5,0.144953863601
4232,16 Nov 215.50 (SPY1616K215.5-4),1.82,1.88,27,15,215.5,0.145842808763
4233,16 Nov 215.50 (SPY1616K215.5-8),1.78,1.88,117,15,215.5,0.144657480079
4234,16 Nov 215.50 (SPY1616K215.5-A),1.80,1.88,3,15,215.5,0.145250212743
4236,16 Nov 215.50 (SPY1616K215.5-E),1.81,1.88,52,15,215.5,0.145546527725
4242,16 Nov 215.50 (SPY1616K215.5-S),1.82,1.87,3,15,215.5,0.145546527725
4245,16 Nov 216.00 (SPY1616K216),1.54,1.56,1243,15,216.0,0.139335926242
4246,16 Nov 216.00 (SPY1616K216-3),1.54,1.57,56,15,216.0,0.139639732048
4247,16 Nov 216.00 (SPY1616K216-4),1.54,1.58,36,15,216.0,0.139943466199
4248,16 Nov 216.00 (SPY1616K216-8),1.50,1.56,268,15,216.0,0.138119976286
4250,16 Nov 216.00 (SPY1616K216-B),1.29,1.74,8,15,216.0,0.137207236188
4251,16 Nov 216.00 (SPY1616K216-E),1.53,1.59,107,15,216.0,0.139943466199
4252,16 Nov 216.00 (SPY1616K216-I),1.54,1.57,109,15,216.0,0.139639732048
4255,16 Nov 216.00 (SPY1616K216-O),1.54,1.58,57,15,216.0,0.139943466199
4256,16 Nov 216.00 (SPY1616K216-P),1.52,1.62,10,15,216.0,0.14055072153
4257,16 Nov 216.00 (SPY1616K216-S),1.54,1.59,10,15,216.0,0.140247129194
4258,16 Nov 216.00 (SPY1616K216-X),1.54,1.58,56,15,216.0,0.139943466199
4259,16 Nov 216.00 (SPY1616K216-Y),1.54,1.59,524,15,216.0,0.140247129194
4260,16 Nov 216.50 (SPY1616K216.5),1.29,1.31,854,15,216.5,0.134625159785
4261,16 Nov 216.50 (SPY1616K216.5-3),1.29,1.31,20,15,216.5,0.134625159785
4262,16 Nov 216.50 (SPY1616K216.5-4),1.28,1.34,17,15,216.5,0.135254395577
4263,16 Nov 216.50 (SPY1616K216.5-8),1.25,1.31,290,15,216.5,0.133365074257
4264,16 Nov 216.50 (SPY1616K216.5-A),1.27,1.33,6,15,216.5,0.134625159785
4265,16 Nov 216.50 (SPY1616K216.5-B),1.26,1.33,50,15,216.5,0.13431034174
4266,16 Nov 216.50 (SPY1616K216.5-E),1.27,1.32,32,15,216.5,0.13431034174
4267,16 Nov 216.50 (SPY1616K216.5-I),1.28,1.32,89,15,216.5,0.134625159785
4270,16 Nov 216.50 (SPY1616K216.5-O),1.28,1.32,122,15,216.5,0.134625159785
4271,16 Nov 216.50 (SPY1616K216.5-P),1.27,1.36,99,15,216.5,0.135568815407
4273,16 Nov 216.50 (SPY1616K216.5-X),1.28,1.32,127,15,216.5,0.134625159785
4275,16 Nov 217.00 (SPY1616K217),1.05,1.07,992,15,217.0,0.12918649748
4276,16 Nov 217.00 (SPY1616K217-3),1.04,1.08,63,15,217.0,0.12918649748
4277,16 Nov 217.00 (SPY1616K217-4),1.04,1.07,58,15,217.0,0.128855587951
4278,16 Nov 217.00 (SPY1616K217-8),1.04,1.07,122,15,217.0,0.128855587951
4279,16 Nov 217.00 (SPY1616K217-A),1.04,1.10,5,15,217.0,0.129847598252
4280,16 Nov 217.00 (SPY1616K217-B),1.03,1.08,31,15,217.0,0.128855587951
4281,16 Nov 217.00 (SPY1616K217-E),1.03,1.10,84,15,217.0,0.129517166853
4282,16 Nov 217.00 (SPY1616K217-I),1.04,1.07,131,15,217.0,0.128855587951
4285,16 Nov 217.00 (SPY1616K217-O),1.04,1.07,149,15,217.0,0.128855587951
4286,16 Nov 217.00 (SPY1616K217-P),1.03,1.08,4,15,217.0,0.128855587951
4287,16 Nov 217.00 (SPY1616K217-S),1.05,1.07,124,15,217.0,0.12918649748
4288,16 Nov 217.00 (SPY1616K217-X),1.04,1.09,11,15,217.0,0.129517166853
4289,16 Nov 217.00 (SPY1616K217-Y),1.04,1.09,210,15,217.0,0.129517166853
4290,16 Nov 217.50 (SPY1616K217.5),0.84,0.86,685,15,217.5,0.124200302786
4291,16 Nov 217.50 (SPY1616K217.5-3),0.84,0.87,78,15,217.5,0.124553198424
4292,16 Nov 217.50 (SPY1616K217.5-4),0.84,0.89,40,15,217.5,0.125257753576
4293,16 Nov 217.50 (SPY1616K217.5-8),0.83,0.86,207,15,217.5,0.123846989104
4296,16 Nov 217.50 (SPY1616K217.5-E),0.84,0.89,145,15,217.5,0.125257753576
4300,16 Nov 217.50 (SPY1616K217.5-O),0.84,0.87,6,15,217.5,0.124553198424
4301,16 Nov 217.50 (SPY1616K217.5-P),0.84,0.87,11,15,217.5,0.124553198424
4302,16 Nov 217.50 (SPY1616K217.5-S),0.84,0.86,82,15,217.5,0.124200302786
4303,16 Nov 217.50 (SPY1616K217.5-X),0.83,0.88,12,15,217.5,0.124553198424
4304,16 Nov 217.50 (SPY1616K217.5-Y),0.84,0.89,103,15,217.5,0.125257753576
4305,16 Nov 218.00 (SPY1616K218),0.66,0.68,1257,15,218.0,0.119676842557
4306,16 Nov 218.00 (SPY1616K218-3),0.66,0.68,20,15,218.0,0.119676842557
4307,16 Nov 218.00 (SPY1616K218-4),0.66,0.71,367,15,218.0,0.120824368585
4308,16 Nov 218.00 (SPY1616K218-8),0.65,0.71,264,15,218.0,0.120442562499
4310,16 Nov 218.00 (SPY1616K218-B),0.66,0.75,5,15,218.0,0.122344778024
4311,16 Nov 218.00 (SPY1616K218-E),0.65,0.71,102,15,218.0,0.120442562499
4312,16 Nov 218.00 (SPY1616K218-I),0.66,0.69,106,15,218.0,0.120060056928
4315,16 Nov 218.00 (SPY1616K218-O),0.66,0.69,38,15,218.0,0.120060056928
4316,16 Nov 218.00 (SPY1616K218-P),0.66,0.69,5,15,218.0,0.120060056928
4317,16 Nov 218.00 (SPY1616K218-S),0.66,0.68,156,15,218.0,0.119676842557
4318,16 Nov 218.00 (SPY1616K218-X),0.66,0.70,30,15,218.0,0.120442562499
4319,16 Nov 218.00 (SPY1616K218-Y),0.66,0.70,160,15,218.0,0.120442562499
4320,16 Nov 218.50 (SPY1616K218.5),0.51,0.53,785,15,218.5,0.115697891925
4322,16 Nov 218.50 (SPY1616K218.5-4),0.51,0.56,15,15,218.5,0.116965849137
4323,16 Nov 218.50 (SPY1616K218.5-8),0.50,0.53,209,15,218.5,0.115272808506
4326,16 Nov 218.50 (SPY1616K218.5-E),0.50,0.55,85,15,218.5,0.116121746333
4327,16 Nov 218.50 (SPY1616K218.5-I),0.51,0.53,107,15,218.5,0.115697891925
4332,16 Nov 218.50 (SPY1616K218.5-S),0.51,0.53,167,15,218.5,0.115697891925
4334,16 Nov 218.50 (SPY1616K218.5-Y),0.51,0.53,200,15,218.5,0.115697891925
4335,16 Nov 219.00 (SPY1616K219),0.39,0.40,768,15,219.0,0.111985589941
4336,16 Nov 219.00 (SPY1616K219-3),0.39,0.40,40,15,219.0,0.111985589941
4338,16 Nov 219.00 (SPY1616K219-8),0.38,0.40,277,15,219.0,0.111504523305
4341,16 Nov 219.00 (SPY1616K219-E),0.37,0.43,149,15,219.0,0.112464522231
4342,16 Nov 219.00 (SPY1616K219-I),0.38,0.41,9,15,219.0,0.111985589941
4346,16 Nov 219.00 (SPY1616K219-P),0.38,0.42,19,15,219.0,0.112464522231
4347,16 Nov 219.00 (SPY1616K219-S),0.38,0.40,15,15,219.0,0.111504523305
4348,16 Nov 219.00 (SPY1616K219-X),0.38,0.42,5,15,219.0,0.112464522231
4349,16 Nov 219.00 (SPY1616K219-Y),0.38,0.42,253,15,219.0,0.112464522231
4350,16 Nov 219.50 (SPY1616K219.5),0.29,0.30,585,15,219.5,0.108726542957
4353,16 Nov 219.50 (SPY1616K219.5-8),0.28,0.30,51,15,219.5,0.108170134309
4356,16 Nov 219.50 (SPY1616K219.5-E),0.27,0.32,530,15,219.5,0.108726542957
4365,16 Nov 220.00 (SPY1616K220),0.21,0.22,469,15,220.0,0.105659169683
4366,16 Nov 220.00 (SPY1616K220-3),0.21,0.22,9,15,220.0,0.105659169683
4367,16 Nov 220.00 (SPY1616K220-4),0.20,0.23,29,15,220.0,0.105659169683
4368,16 Nov 220.00 (SPY1616K220-8),0.20,0.22,74,15,220.0,0.104998700377
4370,16 Nov 220.00 (SPY1616K220-B),0.21,0.29,35,15,220.0,0.110104991473
4371,16 Nov 220.00 (SPY1616K220-E),0.20,0.24,132,15,220.0,0.106312815609
4372,16 Nov 220.00 (SPY1616K220-I),0.21,0.22,100,15,220.0,0.105659169683
4373,16 Nov 220.00 (SPY1616K220-J),0.20,0.40,11,15,220.0,0.116017365925
4375,16 Nov 220.00 (SPY1616K220-O),0.21,0.22,8,15,220.0,0.105659169683
4376,16 Nov 220.00 (SPY1616K220-P),0.20,0.23,3,15,220.0,0.105659169683
4378,16 Nov 220.00 (SPY1616K220-X),0.20,0.22,56,15,220.0,0.104998700377
4379,16 Nov 220.00 (SPY1616K220-Y),0.21,0.22,12,15,220.0,0.105659169683
4380,16 Nov 220.50 (SPY1616K220.5),0.15,0.16,5628,15,220.5,0.103149590401
4381,16 Nov 220.50 (SPY1616K220.5-3),0.15,0.20,180,15,220.5,0.10623263816
4382,16 Nov 220.50 (SPY1616K220.5-4),0.14,0.17,40,15,220.5,0.103149590401
4383,16 Nov 220.50 (SPY1616K220.5-8),0.15,0.18,1226,15,220.5,0.104713708075
4384,16 Nov 220.50 (SPY1616K220.5-A),0.13,0.18,724,15,220.5,0.103149590401
4386,16 Nov 220.50 (SPY1616K220.5-E),0.14,0.18,2903,15,220.5,0.103937593986
4387,16 Nov 220.50 (SPY1616K220.5-I),0.15,0.16,118,15,220.5,0.103149590401
4390,16 Nov 220.50 (SPY1616K220.5-O),0.15,0.16,100,15,220.5,0.103149590401
4393,16 Nov 220.50 (SPY1616K220.5-X),0.15,0.16,334,15,220.5,0.103149590401
4395,16 Nov 221.00 (SPY1616K221),0.11,0.12,83,15,221.0,0.101947367374
4398,16 Nov 221.00 (SPY1616K221-8),0.10,0.12,13,15,221.0,0.100977695186
4401,16 Nov 221.00 (SPY1616K221-E),0.10,0.14,29,15,221.0,0.102895131177
4405,16 Nov 221.00 (SPY1616K221-O),0.11,0.12,4,15,221.0,0.101947367374
4406,16 Nov 221.00 (SPY1616K221-P),0.11,0.12,9,15,221.0,0.101947367374
4408,16 Nov 221.00 (SPY1616K221-X),0.11,0.12,18,15,221.0,0.101947367374
4409,16 Nov 221.00 (SPY1616K221-Y),0.11,0.12,10,15,221.0,0.101947367374
4410,16 Nov 221.50 (SPY1616K221.5),0.08,0.10,2413,15,221.5,0.102206437882
4416,16 Nov 221.50 (SPY1616K221.5-E),0.07,0.10,2413,15,221.5,0.101054380291
4425,16 Nov 222.00 (SPY1616K222),0.06,0.08,3771,15,222.0,0.102477607885
4427,16 Nov 222.00 (SPY1616K222-4),0.05,0.08,55,15,222.0,0.101094013616
4428,16 Nov 222.00 (SPY1616K222-8),0.05,0.08,1221,15,222.0,0.101094013616
4429,16 Nov 222.00 (SPY1616K222-A),0.04,0.08,724,15,222.0,0.0996467463601
4430,16 Nov 222.00 (SPY1616K222-B),0.05,0.13,5,15,222.0,0.107508902144
4431,16 Nov 222.00 (SPY1616K222-E),0.05,0.08,1132,15,222.0,0.101094013616
4438,16 Nov 222.00 (SPY1616K222-X),0.05,0.08,383,15,222.0,0.101094013616
4439,16 Nov 222.00 (SPY1616K222-Y),0.06,0.08,251,15,222.0,0.102477607885
4440,16 Nov 222.50 (SPY1616K222.5),0.04,0.06,3,15,222.5,0.101383741027
4446,16 Nov 222.50 (SPY1616K222.5-E),0.03,0.07,3,15,222.5,0.101383741027
4455,16 Nov 223.00 (SPY1616K223),0.03,0.05,1018,15,223.0,0.102412440084
4456,16 Nov 223.00 (SPY1616K223-3),0.03,0.05,18,15,223.0,0.102412440084
4468,16 Nov 223.00 (SPY1616K223-X),0.03,0.05,1000,15,223.0,0.102412440084
4515,16 Nov 225.00 (SPY1616K225),0.01,0.03,21,15,225.0,0.109450157426
4518,16 Nov 225.00 (SPY1616K225-8),0.01,0.03,5,15,225.0,0.109450157426
4521,16 Nov 225.00 (SPY1616K225-E),0.0,0.04,3,15,225.0,0.109450157426
4528,16 Nov 225.00 (SPY1616K225-X),0.01,0.03,13,15,225.0,0.109450157426
5580,16 Nov 180.00 (SPY1618K180),34.17,34.43,7,15,180.0,0.489528126521
5583,16 Nov 180.00 (SPY1618K180-8),34.17,34.46,5,15,180.0,0.493796890597
5730,16 Nov 186.00 (SPY1618K186),28.23,28.45,35,15,186.0,0.421073805352
