,Calls,Bid,Ask,Vol,Expiration,Strike,Call IV
1107,16 Nov 110.00 (AAPL1618K110-S),1.90,1.94,69,16,110.0,0.212316936356
1108,16 Nov 110.00 (AAPL1618K110-X),1.90,1.94,525,16,110.0,0.212316936356
1109,16 Nov 110.00 (AAPL1618K110-Y),1.82,1.92,338,16,110.0,0.206869442532
1110,16 Nov 111.00 (AAPL1618K111),1.40,1.41,5801,16,111.0,0.204621788595
1111,16 Nov 111.00 (AAPL1618K111-3),1.38,1.43,37,16,111.0,0.204621788595
1112,16 Nov 111.00 (AAPL1618K111-4),1.37,1.41,256,16,111.0,0.202953499901
1113,16 Nov 111.00 (AAPL1618K111-8),1.36,1.42,84,16,111.0,0.202953499901
1114,16 Nov 111.00 (AAPL1618K111-A),1.38,1.41,170,16,111.0,0.203509672115
1115,16 Nov 111.00 (AAPL1618K111-B),1.38,1.43,243,16,111.0,0.204621788595
1116,16 Nov 111.00 (AAPL1618K111-E),1.37,1.42,795,16,111.0,0.203509672115
1117,16 Nov 111.00 (AAPL1618K111-I),1.40,1.41,2545,16,111.0,0.204621788595
1118,16 Nov 111.00 (AAPL1618K111-J),1.30,1.40,62,16,111.0,0.198501298573
1120,16 Nov 111.00 (AAPL1618K111-O),1.39,1.41,893,16,111.0,0.204065768129
1121,16 Nov 111.00 (AAPL1618K111-P),1.38,1.40,298,16,111.0,0.202953499901
1122,16 Nov 111.00 (AAPL1618K111-S),1.38,1.39,20,16,111.0,0.202397250831
1123,16 Nov 111.00 (AAPL1618K111-X),1.37,1.40,177,16,111.0,0.202397250831
1124,16 Nov 111.00 (AAPL1618K111-Y),1.38,1.44,221,16,111.0,0.205177734152
1125,16 Nov 112.00 (AAPL1618K112),0.96,0.97,4794,16,112.0,0.195483125773
1126,16 Nov 112.00 (AAPL1618K112-3),0.96,1.00,5,16,112.0,0.19727609733
1127,16 Nov 112.00 (AAPL1618K112-4),0.96,1.00,199,16,112.0,0.19727609733
1128,16 Nov 112.00 (AAPL1618K112-8),0.94,0.99,96,16,112.0,0.195483125773
1129,16 Nov 112.00 (AAPL1618K112-A),0.95,0.97,115,16,112.0,0.19488472298
1130,16 Nov 112.00 (AAPL1618K112-B),0.94,1.00,145,16,112.0,0.196081153173
1131,16 Nov 112.00 (AAPL1618K112-E),0.96,1.00,632,16,112.0,0.19727609733
1132,16 Nov 112.00 (AAPL1618K112-I),0.96,0.97,2189,16,112.0,0.195483125773
1135,16 Nov 112.00 (AAPL1618K112-O),0.97,0.98,687,16,112.0,0.196678809078
1136,16 Nov 112.00 (AAPL1618K112-P),0.96,0.98,329,16,112.0,0.196081153173
1137,16 Nov 112.00 (AAPL1618K112-S),0.97,0.98,43,16,112.0,0.196678809078
1138,16 Nov 112.00 (AAPL1618K112-X),0.95,0.99,276,16,112.0,0.196081153173
1139,16 Nov 112.00 (AAPL1618K112-Y),0.97,1.02,78,16,112.0,0.199065793733
1140,16 Nov 113.00 (AAPL1618K113),0.63,0.64,2560,16,113.0,0.188751076249
1141,16 Nov 113.00 (AAPL1618K113-3),0.63,0.65,44,16,113.0,0.189434403368
1142,16 Nov 113.00 (AAPL1618K113-4),0.63,0.65,134,16,113.0,0.189434403368
1143,16 Nov 113.00 (AAPL1618K113-8),0.63,0.67,205,16,113.0,0.190797543269
1144,16 Nov 113.00 (AAPL1618K113-A),0.62,0.65,50,16,113.0,0.188751076249
1145,16 Nov 113.00 (AAPL1618K113-B),0.61,0.67,90,16,113.0,0.189434403368
1146,16 Nov 113.00 (AAPL1618K113-E),0.61,0.66,639,16,113.0,0.188751076249
1147,16 Nov 113.00 (AAPL1618K113-I),0.63,0.64,745,16,113.0,0.188751076249
1148,16 Nov 113.00 (AAPL1618K113-J),0.63,0.72,8,16,113.0,0.194185644512
1150,16 Nov 113.00 (AAPL1618K113-O),0.63,0.64,171,16,113.0,0.188751076249
1151,16 Nov 113.00 (AAPL1618K113-P),0.64,0.66,189,16,113.0,0.190797543269
1152,16 Nov 113.00 (AAPL1618K113-S),0.62,0.66,33,16,113.0,0.189434403368
1153,16 Nov 113.00 (AAPL1618K113-X),0.63,0.67,147,16,113.0,0.190797543269
1154,16 Nov 113.00 (AAPL1618K113-Y),0.63,0.68,105,16,113.0,0.191477388943
1155,16 Nov 114.00 (AAPL1618K114),0.40,0.42,1800,16,114.0,0.1854432647
1156,16 Nov 114.00 (AAPL1618K114-3),0.39,0.44,11,16,114.0,0.186269028769
1157,16 Nov 114.00 (AAPL1618K114-4),0.39,0.42,260,16,114.0,0.184614283755
1158,16 Nov 114.00 (AAPL1618K114-8),0.40,0.42,150,16,114.0,0.1854432647
1159,16 Nov 114.00 (AAPL1618K114-A),0.39,0.42,11,16,114.0,0.184614283755
1160,16 Nov 114.00 (AAPL1618K114-B),0.34,0.42,19,16,114.0,0.180418618603
1161,16 Nov 114.00 (AAPL1618K114-E),0.39,0.42,269,16,114.0,0.184614283755
1162,16 Nov 114.00 (AAPL1618K114-I),0.39,0.41,425,16,114.0,0.183782016702
1163,16 Nov 114.00 (AAPL1618K114-J),0.40,0.43,13,16,114.0,0.186269028769
1165,16 Nov 114.00 (AAPL1618K114-O),0.39,0.41,256,16,114.0,0.183782016702
1166,16 Nov 114.00 (AAPL1618K114-P),0.39,0.41,176,16,114.0,0.183782016702
1167,16 Nov 114.00 (AAPL1618K114-S),0.39,0.40,27,16,114.0,0.18294639197
1168,16 Nov 114.00 (AAPL1618K114-X),0.39,0.42,175,16,114.0,0.184614283755
1169,16 Nov 114.00 (AAPL1618K114-Y),0.40,0.44,8,16,114.0,0.187091642961
1170,16 Nov 115.00 (AAPL1618K115),0.24,0.25,7158,16,115.0,0.180930881408
1171,16 Nov 115.00 (AAPL1618K115-3),0.24,0.26,46,16,115.0,0.18200465194
1172,16 Nov 115.00 (AAPL1618K115-4),0.24,0.26,458,16,115.0,0.18200465194
1173,16 Nov 115.00 (AAPL1618K115-8),0.24,0.27,1148,16,115.0,0.183069667318
1174,16 Nov 115.00 (AAPL1618K115-A),0.24,0.26,289,16,115.0,0.18200465194
1175,16 Nov 115.00 (AAPL1618K115-B),0.20,0.26,325,16,115.0,0.177653891576
1176,16 Nov 115.00 (AAPL1618K115-E),0.24,0.26,1169,16,115.0,0.18200465194
1177,16 Nov 115.00 (AAPL1618K115-I),0.24,0.25,1510,16,115.0,0.180930881408
1180,16 Nov 115.00 (AAPL1618K115-O),0.24,0.26,295,16,115.0,0.18200465194
1181,16 Nov 115.00 (AAPL1618K115-P),0.24,0.26,293,16,115.0,0.18200465194
1182,16 Nov 115.00 (AAPL1618K115-S),0.24,0.26,152,16,115.0,0.18200465194
1183,16 Nov 115.00 (AAPL1618K115-X),0.23,0.26,1359,16,115.0,0.180930881408
1184,16 Nov 115.00 (AAPL1618K115-Y),0.24,0.25,113,16,115.0,0.180930881408
1185,16 Nov 116.00 (AAPL1618K116),0.15,0.16,1738,16,116.0,0.181994624874
1187,16 Nov 116.00 (AAPL1618K116-4),0.14,0.16,127,16,116.0,0.180554460487
1188,16 Nov 116.00 (AAPL1618K116-8),0.12,0.16,110,16,116.0,0.177602211103
1189,16 Nov 116.00 (AAPL1618K116-A),0.14,0.16,56,16,116.0,0.180554460487
1190,16 Nov 116.00 (AAPL1618K116-B),0.11,0.17,36,16,116.0,0.177602211103
1191,16 Nov 116.00 (AAPL1618K116-E),0.14,0.16,131,16,116.0,0.180554460487
1192,16 Nov 116.00 (AAPL1618K116-I),0.15,0.16,117,16,116.0,0.181994624874
1195,16 Nov 116.00 (AAPL1618K116-O),0.15,0.16,64,16,116.0,0.181994624874
1196,16 Nov 116.00 (AAPL1618K116-P),0.15,0.16,13,16,116.0,0.181994624874
1198,16 Nov 116.00 (AAPL1618K116-X),0.14,0.16,1082,16,116.0,0.180554460487
1200,16 Nov 117.00 (AAPL1618K117),0.09,0.10,1806,16,117.0,0.182866688918
1201,16 Nov 117.00 (AAPL1618K117-3),0.09,0.11,38,16,117.0,0.184817854396
1202,16 Nov 117.00 (AAPL1618K117-4),0.08,0.11,186,16,117.0,0.182866688918
1203,16 Nov 117.00 (AAPL1618K117-8),0.06,0.10,34,16,117.0,0.176650787608
1204,16 Nov 117.00 (AAPL1618K117-A),0.09,0.11,50,16,117.0,0.184817854396
1205,16 Nov 117.00 (AAPL1618K117-B),0.09,0.12,10,16,117.0,0.186717152228
1206,16 Nov 117.00 (AAPL1618K117-E),0.08,0.11,265,16,117.0,0.182866688918
1207,16 Nov 117.00 (AAPL1618K117-I),0.09,0.10,469,16,117.0,0.182866688918
1208,16 Nov 117.00 (AAPL1618K117-J),0.08,0.11,5,16,117.0,0.182866688918
1210,16 Nov 117.00 (AAPL1618K117-O),0.09,0.10,260,16,117.0,0.182866688918
1211,16 Nov 117.00 (AAPL1618K117-P),0.09,0.11,350,16,117.0,0.184817854396
1212,16 Nov 117.00 (AAPL1618K117-S),0.09,0.10,10,16,117.0,0.182866688918
1213,16 Nov 117.00 (AAPL1618K117-X),0.08,0.11,84,16,117.0,0.182866688918
1214,16 Nov 117.00 (AAPL1618K117-Y),0.05,0.10,45,16,117.0,0.174436599759
1215,16 Nov 118.00 (AAPL1618K118),0.06,0.07,1010,16,118.0,0.188303517593
1217,16 Nov 118.00 (AAPL1618K118-4),0.05,0.08,9,16,118.0,0.188303517593
1218,16 Nov 118.00 (AAPL1618K118-8),0.05,0.13,290,16,118.0,0.200234202517
1219,16 Nov 118.00 (AAPL1618K118-A),0.05,0.08,53,16,118.0,0.188303517593
1221,16 Nov 118.00 (AAPL1618K118-E),0.05,0.09,26,16,118.0,0.190876937619
1222,16 Nov 118.00 (AAPL1618K118-I),0.06,0.07,432,16,118.0,0.188303517593
1225,16 Nov 118.00 (AAPL1618K118-O),0.06,0.07,3,16,118.0,0.188303517593
1226,16 Nov 118.00 (AAPL1618K118-P),0.05,0.08,151,16,118.0,0.188303517593
1228,16 Nov 118.00 (AAPL1618K118-X),0.05,0.08,28,16,118.0,0.188303517593
1229,16 Nov 118.00 (AAPL1618K118-Y),0.02,0.07,18,16,118.0,0.176625437882
1230,16 Nov 119.00 (AAPL1618K119),0.03,0.06,88,16,119.0,0.193923727625
1232,16 Nov 119.00 (AAPL1618K119-4),0.03,0.06,3,16,119.0,0.193923727625
1233,16 Nov 119.00 (AAPL1618K119-8),0.03,0.06,3,16,119.0,0.193923727625
1234,16 Nov 119.00 (AAPL1618K119-A),0.03,0.06,42,16,119.0,0.193923727625
1236,16 Nov 119.00 (AAPL1618K119-E),0.03,0.06,36,16,119.0,0.193923727625
1245,16 Nov 120.00 (AAPL1618K120),0.03,0.04,1804,16,120.0,0.202790551525
1246,16 Nov 120.00 (AAPL1618K120-3),0.0,0.15,5,16,120.0,0.229779518262
1247,16 Nov 120.00 (AAPL1618K120-4),0.02,0.13,227,16,120.0,0.229779518262
1248,16 Nov 120.00 (AAPL1618K120-8),0.02,0.04,69,16,120.0,0.198202160026
1249,16 Nov 120.00 (AAPL1618K120-A),0.02,0.05,16,16,120.0,0.202790551525
1250,16 Nov 120.00 (AAPL1618K120-B),0.02,0.06,102,16,120.0,0.206975350402
1251,16 Nov 120.00 (AAPL1618K120-E),0.02,0.04,516,16,120.0,0.198202160026
1252,16 Nov 120.00 (AAPL1618K120-I),0.03,0.04,98,16,120.0,0.202790551525
1253,16 Nov 120.00 (AAPL1618K120-J),0.01,0.15,54,16,120.0,0.232458987668
1255,16 Nov 120.00 (AAPL1618K120-O),0.03,0.04,117,16,120.0,0.202790551525
1256,16 Nov 120.00 (AAPL1618K120-P),0.03,0.05,457,16,120.0,0.206975350402
1257,16 Nov 120.00 (AAPL1618K120-S),0.01,0.04,11,16,120.0,0.193084652175
1258,16 Nov 120.00 (AAPL1618K120-X),0.02,0.05,123,16,120.0,0.202790551525
1259,16 Nov 120.00 (AAPL1618K120-Y),0.03,0.05,9,16,120.0,0.206975350402
1260,16 Nov 121.00 (AAPL1618K121),0.01,0.04,9,16,121.0,0.208612968984
1263,16 Nov 121.00 (AAPL1618K121-8),0.01,0.04,3,16,121.0,0.208612968984
1266,16 Nov 121.00 (AAPL1618K121-E),0.01,0.04,6,16,121.0,0.208612968984
1275,16 Nov 122.00 (AAPL1618K122),0.02,0.03,135,16,122.0,0.223857665238
1277,16 Nov 122.00 (AAPL1618K122-4),0.01,0.04,5,16,122.0,0.223857665238
1278,16 Nov 122.00 (AAPL1618K122-8),0.01,0.04,30,16,122.0,0.223857665238
1280,16 Nov 122.00 (AAPL1618K122-B),0.01,0.04,41,16,122.0,0.223857665238
1282,16 Nov 122.00 (AAPL1618K122-I),0.02,0.03,59,16,122.0,0.223857665238
1290,16 Nov 123.00 (AAPL1618K123),0.02,0.03,20,16,123.0,0.238838856215
1303,16 Nov 123.00 (AAPL1618K123-X),0.0,0.04,20,16,123.0,0.231953232287
1320,16 Nov 125.00 (AAPL1618K125),0.01,0.02,218,16,125.0,0.25157211678
1323,16 Nov 125.00 (AAPL1618K125-8),0.0,0.03,34,16,125.0,0.25157211678
1324,16 Nov 125.00 (AAPL1618K125-A),0.0,0.04,113,16,125.0,0.260547730334
1326,16 Nov 125.00 (AAPL1618K125-E),0.01,0.04,4,16,125.0,0.268076267991
1327,16 Nov 125.00 (AAPL1618K125-I),0.01,0.02,4,16,125.0,0.25157211678
1330,16 Nov 125.00 (AAPL1618K125-O),0.01,0.02,12,16,125.0,0.25157211678
1332,16 Nov 125.00 (AAPL1618K125-S),0.01,0.02,33,16,125.0,0.25157211678
1333,16 Nov 125.00 (AAPL1618K125-X),0.01,0.04,14,16,125.0,0.268076267991
1365,16 Nov 128.00 (AAPL1618K128),0.0,0.02,9,16,128.0,0.278934102021
1371,16 Nov 128.00 (AAPL1618K128-E),0.0,0.03,3,16,128.0,0.291801341868
1379,16 Nov 128.00 (AAPL1618K128-Y),0.0,0.03,4,16,128.0,0.291801341868
1395,16 Nov 130.00 (AAPL1618K130),0.01,0.02,34,16,130.0,0.317730354125
1398,16 Nov 130.00 (AAPL1618K130-8),0.0,0.03,10,16,130.0,0.317730354125
1401,16 Nov 130.00 (AAPL1618K130-E),0.0,0.03,20,16,130.0,0.317730354125
1485,16 Nov 155.00 (AAPL1618K155),0.0,0.01,850,16,155.0,0.540746896149
1499,16 Nov 155.00 (AAPL1618K155-Y),0.0,0.01,850,16,155.0,0.540746896149
1725,16 Nov 100.00 (AAPL1625K100),10.05,10.40,20,16,100.0,0.331665343744
1728,16 Nov 100.00 (AAPL1625K100-8),10.05,10.40,3,16,100.0,0.331665343744
1731,16 Nov 100.00 (AAPL1625K100-E),10.05,10.40,3,16,100.0,0.331665343744
1736,16 Nov 100.00 (AAPL1625K100-P),10.05,10.40,3,16,100.0,0.331665343744
1738,16 Nov 100.00 (AAPL1625K100-X),10.05,10.40,6,16,100.0,0.331665343744
1739,16 Nov 100.00 (AAPL1625K100-Y),10.05,10.40,3,16,100.0,0.331665343744
1815,16 Nov 106.00 (AAPL1625K106),4.90,5.00,7,16,106.0,0.277654051308
1825,16 Nov 106.00 (AAPL1625K106-O),4.85,4.95,5,16,106.0,0.27086094343
1830,16 Nov 107.00 (AAPL1625K107),4.10,4.20,36,16,107.0,0.264936046114
1836,16 Nov 107.00 (AAPL1625K107-E),4.10,4.20,5,16,107.0,0.264936046114
1837,16 Nov 107.00 (AAPL1625K107-I),4.10,4.20,11,16,107.0,0.264936046114
1841,16 Nov 107.00 (AAPL1625K107-P),4.10,4.20,20,16,107.0,0.264936046114
1845,16 Nov 108.00 (AAPL1625K108),3.40,3.45,37,16,108.0,0.255833326996
1851,16 Nov 108.00 (AAPL1625K108-E),3.40,3.50,5,16,108.0,0.258736837114
1852,16 Nov 108.00 (AAPL1625K108-I),3.30,3.45,28,16,108.0,0.250015289725
1856,16 Nov 108.00 (AAPL1625K108-P),3.40,3.45,4,16,108.0,0.255833326996
1860,16 Nov 109.00 (AAPL1625K109),2.76,2.77,231,16,109.0,0.247687995871
1862,16 Nov 109.00 (AAPL1625K109-4),2.73,2.81,27,16,109.0,0.248242807893
1866,16 Nov 109.00 (AAPL1625K109-E),2.75,2.81,188,16,109.0,0.249352332878
1867,16 Nov 109.00 (AAPL1625K109-I),2.76,2.77,10,16,109.0,0.247687995871
1873,16 Nov 109.00 (AAPL1625K109-X),2.75,2.79,3,16,109.0,0.248242807893
1875,16 Nov 110.00 (AAPL1625K110),2.16,2.18,558,16,110.0,0.239555201394
1876,16 Nov 110.00 (AAPL1625K110-3),2.09,2.17,5,16,110.0,0.235196980969
1877,16 Nov 110.00 (AAPL1625K110-4),2.13,2.17,63,16,110.0,0.23737608616
1879,16 Nov 110.00 (AAPL1625K110-A),2.14,2.17,9,16,110.0,0.23792086402
1880,16 Nov 110.00 (AAPL1625K110-B),2.14,2.21,51,16,110.0,0.240099981792
1881,16 Nov 110.00 (AAPL1625K110-E),2.14,2.20,36,16,110.0,0.239555201394
1882,16 Nov 110.00 (AAPL1625K110-I),2.16,2.18,171,16,110.0,0.239555201394
1885,16 Nov 110.00 (AAPL1625K110-O),2.16,2.18,57,16,110.0,0.239555201394
1886,16 Nov 110.00 (AAPL1625K110-P),2.16,2.18,68,16,110.0,0.239555201394
1888,16 Nov 110.00 (AAPL1625K110-X),2.14,2.20,96,16,110.0,0.239555201394
1890,16 Nov 111.00 (AAPL1625K111),1.65,1.67,358,16,111.0,0.232891823185
1892,16 Nov 111.00 (AAPL1625K111-4),1.64,1.67,4,16,111.0,0.232338941191
1893,16 Nov 111.00 (AAPL1625K111-8),1.63,1.67,18,16,111.0,0.231786008901
1895,16 Nov 111.00 (AAPL1625K111-B),1.63,1.68,11,16,111.0,0.232338941191
1896,16 Nov 111.00 (AAPL1625K111-E),1.63,1.67,53,16,111.0,0.231786008901
1897,16 Nov 111.00 (AAPL1625K111-I),1.63,1.64,96,16,111.0,0.230126906468
1898,16 Nov 111.00 (AAPL1625K111-J),1.08,1.67,40,16,111.0,0.201284519459
1900,16 Nov 111.00 (AAPL1625K111-O),1.65,1.67,26,16,111.0,0.232891823185
1901,16 Nov 111.00 (AAPL1625K111-P),1.65,1.67,57,16,111.0,0.232891823185
1903,16 Nov 111.00 (AAPL1625K111-X),1.63,1.67,44,16,111.0,0.231786008901
1904,16 Nov 111.00 (AAPL1625K111-Y),1.62,1.71,9,16,111.0,0.233444655258
1905,16 Nov 112.00 (AAPL1625K112),1.22,1.23,919,16,112.0,0.226159992935
1907,16 Nov 112.00 (AAPL1625K112-4),1.20,1.22,59,16,112.0,0.224410208784
1908,16 Nov 112.00 (AAPL1625K112-8),1.20,1.26,50,16,112.0,0.226742792066
1909,16 Nov 112.00 (AAPL1625K112-A),1.21,1.24,31,16,112.0,0.226159992935
1910,16 Nov 112.00 (AAPL1625K112-B),1.18,1.25,23,16,112.0,0.224993703285
1911,16 Nov 112.00 (AAPL1625K112-E),1.20,1.23,219,16,112.0,0.224993703285
1912,16 Nov 112.00 (AAPL1625K112-I),1.21,1.22,229,16,112.0,0.224993703285
1915,16 Nov 112.00 (AAPL1625K112-O),1.21,1.22,117,16,112.0,0.224993703285
1916,16 Nov 112.00 (AAPL1625K112-P),1.22,1.24,52,16,112.0,0.226742792066
1918,16 Nov 112.00 (AAPL1625K112-X),1.20,1.25,134,16,112.0,0.226159992935
1920,16 Nov 113.00 (AAPL1625K113),0.87,0.89,383,16,113.0,0.221097246032
1922,16 Nov 113.00 (AAPL1625K113-4),0.87,0.90,51,16,113.0,0.221737603523
1923,16 Nov 113.00 (AAPL1625K113-8),0.85,0.89,23,16,113.0,0.219814569708
1924,16 Nov 113.00 (AAPL1625K113-A),0.87,0.89,23,16,113.0,0.221097246032
1925,16 Nov 113.00 (AAPL1625K113-B),0.84,0.90,37,16,113.0,0.219814569708
1926,16 Nov 113.00 (AAPL1625K113-E),0.85,0.89,32,16,113.0,0.219814569708
1927,16 Nov 113.00 (AAPL1625K113-I),0.85,0.88,25,16,113.0,0.219172236654
1930,16 Nov 113.00 (AAPL1625K113-O),0.85,0.87,41,16,113.0,0.218529230665
1931,16 Nov 113.00 (AAPL1625K113-P),0.85,0.88,47,16,113.0,0.219172236654
1933,16 Nov 113.00 (AAPL1625K113-X),0.85,0.89,103,16,113.0,0.219814569708
1935,16 Nov 114.00 (AAPL1625K114),0.60,0.62,179,16,114.0,0.216514643454
1938,16 Nov 114.00 (AAPL1625K114-8),0.58,0.64,4,16,114.0,0.216514643454
1939,16 Nov 114.00 (AAPL1625K114-A),0.60,0.63,12,16,114.0,0.217250543737
1940,16 Nov 114.00 (AAPL1625K114-B),0.54,0.63,9,16,114.0,0.212810634432
1941,16 Nov 114.00 (AAPL1625K114-E),0.60,0.63,24,16,114.0,0.217250543737
1942,16 Nov 114.00 (AAPL1625K114-I),0.60,0.61,38,16,114.0,0.215777141332
1943,16 Nov 114.00 (AAPL1625K114-J),0.60,0.93,10,16,114.0,0.238681660744
1945,16 Nov 114.00 (AAPL1625K114-O),0.60,0.61,70,16,114.0,0.215777141332
1946,16 Nov 114.00 (AAPL1625K114-P),0.60,0.62,9,16,114.0,0.216514643454
1950,16 Nov 115.00 (AAPL1625K115),0.41,0.43,1165,16,115.0,0.214655322024
1952,16 Nov 115.00 (AAPL1625K115-4),0.39,0.43,172,16,115.0,0.212889620116
1953,16 Nov 115.00 (AAPL1625K115-8),0.37,0.43,104,16,115.0,0.211108879083
1954,16 Nov 115.00 (AAPL1625K115-A),0.40,0.43,14,16,115.0,0.213774311836
1955,16 Nov 115.00 (AAPL1625K115-B),0.36,0.43,15,16,115.0,0.210212666692
1956,16 Nov 115.00 (AAPL1625K115-E),0.39,0.43,243,16,115.0,0.212889620116
1957,16 Nov 115.00 (AAPL1625K115-I),0.41,0.43,254,16,115.0,0.214655322024
1960,16 Nov 115.00 (AAPL1625K115-O),0.41,0.42,237,16,115.0,0.213774311836
1961,16 Nov 115.00 (AAPL1625K115-P),0.41,0.43,33,16,115.0,0.214655322024
1962,16 Nov 115.00 (AAPL1625K115-S),0.41,0.43,24,16,115.0,0.214655322024
1963,16 Nov 115.00 (AAPL1625K115-X),0.39,0.43,52,16,115.0,0.212889620116
1964,16 Nov 115.00 (AAPL1625K115-Y),0.38,0.43,15,16,115.0,0.212001169261
1965,16 Nov 116.00 (AAPL1625K116),0.27,0.28,191,16,116.0,0.211747933798
1967,16 Nov 116.00 (AAPL1625K116-4),0.25,0.29,5,16,116.0,0.210640719233
1968,16 Nov 116.00 (AAPL1625K116-8),0.23,0.31,10,16,116.0,0.210640719233
1970,16 Nov 116.00 (AAPL1625K116-B),0.24,0.29,3,16,116.0,0.209524828569
1971,16 Nov 116.00 (AAPL1625K116-E),0.26,0.29,62,16,116.0,0.211747933798
1972,16 Nov 116.00 (AAPL1625K116-I),0.27,0.29,4,16,116.0,0.212846738501
1975,16 Nov 116.00 (AAPL1625K116-O),0.27,0.29,63,16,116.0,0.212846738501
1976,16 Nov 116.00 (AAPL1625K116-P),0.25,0.28,31,16,116.0,0.209524828569
1978,16 Nov 116.00 (AAPL1625K116-X),0.25,0.29,13,16,116.0,0.210640719233
1980,16 Nov 117.00 (AAPL1625K117),0.18,0.19,114,16,117.0,0.212370208151
1982,16 Nov 117.00 (AAPL1625K117-4),0.17,0.20,15,16,117.0,0.212370208151
1983,16 Nov 117.00 (AAPL1625K117-8),0.15,0.21,4,16,117.0,0.210954637447
1986,16 Nov 117.00 (AAPL1625K117-E),0.17,0.20,6,16,117.0,0.212370208151
1987,16 Nov 117.00 (AAPL1625K117-I),0.18,0.19,13,16,117.0,0.212370208151
1991,16 Nov 117.00 (AAPL1625K117-P),0.18,0.20,45,16,117.0,0.213767538531
1993,16 Nov 117.00 (AAPL1625K117-X),0.16,0.20,28,16,117.0,0.210954637447
1995,16 Nov 118.00 (AAPL1625K118),0.12,0.13,1449,16,118.0,0.214149970945
1997,16 Nov 118.00 (AAPL1625K118-4),0.11,0.14,175,16,118.0,0.214149970945
2000,16 Nov 118.00 (AAPL1625K118-B),0.09,0.15,3,16,118.0,0.212304448091
2001,16 Nov 118.00 (AAPL1625K118-E),0.11,0.14,127,16,118.0,0.214149970945
2002,16 Nov 118.00 (AAPL1625K118-I),0.12,0.13,328,16,118.0,0.214149970945
2005,16 Nov 118.00 (AAPL1625K118-O),0.12,0.13,90,16,118.0,0.214149970945
2006,16 Nov 118.00 (AAPL1625K118-P),0.12,0.14,500,16,118.0,0.215956735191
2007,16 Nov 118.00 (AAPL1625K118-S),0.10,0.14,67,16,118.0,0.212304448091
2008,16 Nov 118.00 (AAPL1625K118-X),0.10,0.14,158,16,118.0,0.212304448091
2010,16 Nov 119.00 (AAPL1625K119),0.08,0.10,535,16,119.0,0.219109176408
2013,16 Nov 119.00 (AAPL1625K119-8),0.07,0.11,22,16,119.0,0.219109176408
2014,16 Nov 119.00 (AAPL1625K119-A),0.06,0.10,59,16,119.0,0.214307544148
2015,16 Nov 119.00 (AAPL1625K119-B),0.07,0.17,5,16,119.0,0.231929255027
2016,16 Nov 119.00 (AAPL1625K119-E),0.07,0.10,21,16,119.0,0.21674883739
2017,16 Nov 119.00 (AAPL1625K119-I),0.08,0.10,366,16,119.0,0.219109176408
2020,16 Nov 119.00 (AAPL1625K119-O),0.08,0.10,55,16,119.0,0.219109176408
2023,16 Nov 119.00 (AAPL1625K119-X),0.07,0.10,7,16,119.0,0.21674883739
2025,16 Nov 120.00 (AAPL1625K120),0.06,0.07,76,16,120.0,0.224083990869
2031,16 Nov 120.00 (AAPL1625K120-E),0.05,0.07,11,16,120.0,0.221037855448
2036,16 Nov 120.00 (AAPL1625K120-P),0.05,0.08,60,16,120.0,0.224083990869
2040,16 Nov 121.00 (AAPL1625K121),0.02,0.07,60,16,121.0,0.227411022485
2042,16 Nov 121.00 (AAPL1625K121-4),0.02,0.07,15,16,121.0,0.227411022485
2043,16 Nov 121.00 (AAPL1625K121-8),0.02,0.07,25,16,121.0,0.227411022485
2046,16 Nov 121.00 (AAPL1625K121-E),0.02,0.07,20,16,121.0,0.227411022485
2100,16 Nov 125.00 (AAPL1625K125),0.01,0.03,13,16,125.0,0.260547730334
2112,16 Nov 125.00 (AAPL1625K125-S),0.01,0.03,11,16,125.0,0.260547730334
2130,16 Nov 127.00 (AAPL1625K127),0.01,0.03,4,16,127.0,0.288295601932
2133,16 Nov 127.00 (AAPL1625K127-8),0.0,0.03,3,16,127.0,0.27857761325
2265,16 Dec 100.00 (AAPL1602L100),10.20,10.55,14,47,100.0,0.238925790213
2268,16 Dec 100.00 (AAPL1602L100-8),10.20,10.55,14,47,100.0,0.238925790213
2385,16 Dec 108.00 (AAPL1602L108),3.60,3.80,24,47,108.0,0.175725422003
2396,16 Dec 108.00 (AAPL1602L108-P),3.60,3.80,3,47,108.0,0.175725422003
2398,16 Dec 108.00 (AAPL1602L108-X),3.60,3.80,20,47,108.0,0.175725422003
2400,16 Dec 109.00 (AAPL1602L109),3.00,3.15,32,47,109.0,0.171488711274
2402,16 Dec 109.00 (AAPL1602L109-4),3.00,3.10,20,47,109.0,0.169879098702
2406,16 Dec 109.00 (AAPL1602L109-E),3.00,3.15,6,47,109.0,0.171488711274
2415,16 Dec 110.00 (AAPL1602L110),2.49,2.52,202,47,110.0,0.167165303848
2417,16 Dec 110.00 (AAPL1602L110-4),2.50,2.58,6,47,110.0,0.169395800943
2418,16 Dec 110.00 (AAPL1602L110-8),2.50,2.58,20,47,110.0,0.169395800943
2421,16 Dec 110.00 (AAPL1602L110-E),2.47,2.55,27,47,110.0,0.167483947129
2422,16 Dec 110.00 (AAPL1602L110-I),2.49,2.52,109,47,110.0,0.167165303848
2426,16 Dec 110.00 (AAPL1602L110-P),2.49,2.52,28,47,110.0,0.167165303848
2428,16 Dec 110.00 (AAPL1602L110-X),2.48,2.53,10,47,110.0,0.167165303848
